ClassID	ClassLabel	In ID	In Class	BFO_0000050 part_of ID	BFO_0000050 part_of Label	BFO_0000051 has part ID	BFO_0000051 has part Label
UBERON:0002712	premammillary nucleus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002770|UBERON:0003528	Homo sapiens|posterior hypothalamic region|brain grey matter	UBERON:0002020	gray matter
UBERON:0002713	circular sulcus of insula	-	-	UBERON:0002022	insula		
UBERON:0002713	circular sulcus of insula	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002022	Danio rerio|insula		
UBERON:0002713	circular sulcus of insula	-	-	UBERON:0002022	insula		
UBERON:0002713	circular sulcus of insula	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002022	Homo sapiens|insula		
UBERON:0002714	rubrospinal tract	-	-	UBERON:0014649	white matter of medulla oblongata	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002714	rubrospinal tract	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0014649	Danio rerio|white matter of medulla oblongata	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002714	rubrospinal tract	-	-	UBERON:0014649	white matter of medulla oblongata	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002714	rubrospinal tract	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0014649	Homo sapiens|white matter of medulla oblongata	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002715	spinal trigeminal tract of medulla	-	-	UBERON:0001896|UBERON:0002316	medulla oblongata|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002715	spinal trigeminal tract of medulla	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001896|UBERON:0002316	Danio rerio|medulla oblongata|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002715	spinal trigeminal tract of medulla	-	-	UBERON:0001896|UBERON:0002316	medulla oblongata|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002715	spinal trigeminal tract of medulla	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001896|UBERON:0002316	Homo sapiens|medulla oblongata|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002716	collateral sulcus	-	-	UBERON:0000315	subarachnoid space		
UBERON:0002716	collateral sulcus	NCBITaxon:7955	Danio rerio	UBERON:0000315|NCBITaxon:7955	subarachnoid space|Danio rerio		
UBERON:0002716	collateral sulcus	-	-	UBERON:0000315	subarachnoid space		
UBERON:0002716	collateral sulcus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000315	Homo sapiens|subarachnoid space		
UBERON:0002717	rostral interstitial nucleus of medial longitudinal fasciculus	-	-	UBERON:0001943|UBERON:0003528	midbrain tegmentum|brain grey matter	BFO:0000050|UBERON:0002020	null|gray matter
UBERON:0002717	rostral interstitial nucleus of medial longitudinal fasciculus	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001943|UBERON:0003528	Danio rerio|midbrain tegmentum|brain grey matter	BFO:0000050|UBERON:0002020	null|gray matter
UBERON:0002717	rostral interstitial nucleus of medial longitudinal fasciculus	-	-	UBERON:0001943|UBERON:0003528	midbrain tegmentum|brain grey matter	BFO:0000050|UBERON:0002020	null|gray matter
UBERON:0002717	rostral interstitial nucleus of medial longitudinal fasciculus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001943|UBERON:0003528	Homo sapiens|midbrain tegmentum|brain grey matter	BFO:0000050|UBERON:0002020	null|gray matter
UBERON:0002718	solitary tract	-	-	UBERON:0014649	white matter of medulla oblongata	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002718	solitary tract	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0014649	Danio rerio|white matter of medulla oblongata	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002718	solitary tract	-	-	UBERON:0014649	white matter of medulla oblongata	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002718	solitary tract	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0014649	Homo sapiens|white matter of medulla oblongata	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002719	spino-olivary tract	-	-	UBERON:0014649	white matter of medulla oblongata	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002719	spino-olivary tract	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0014649	Danio rerio|white matter of medulla oblongata	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002719	spino-olivary tract	-	-	UBERON:0014649	white matter of medulla oblongata	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002719	spino-olivary tract	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0014649	Homo sapiens|white matter of medulla oblongata	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002720	mammillary peduncle	-	-	UBERON:0002770	posterior hypothalamic region	UBERON:0006135	myelinated nerve fiber
UBERON:0002720	mammillary peduncle	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002770	Danio rerio|posterior hypothalamic region	UBERON:0006135	myelinated nerve fiber
UBERON:0002720	mammillary peduncle	-	-	UBERON:0002770	posterior hypothalamic region	UBERON:0006135	myelinated nerve fiber
UBERON:0002720	mammillary peduncle	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002770	Homo sapiens|posterior hypothalamic region	UBERON:0006135	myelinated nerve fiber
UBERON:0002721	lateral sulcus	-	-	UBERON:0000315|UBERON:0000956	subarachnoid space|cerebral cortex		
UBERON:0002721	lateral sulcus	NCBITaxon:7955	Danio rerio	UBERON:0000315|NCBITaxon:7955|UBERON:0000956	subarachnoid space|Danio rerio|cerebral cortex		
UBERON:0002721	lateral sulcus	-	-	UBERON:0000315|UBERON:0000956	subarachnoid space|cerebral cortex		
UBERON:0002721	lateral sulcus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000315|UBERON:0000956	Homo sapiens|subarachnoid space|cerebral cortex		
UBERON:0002722	trochlear nucleus	-	-	UBERON:0001943|UBERON:0003528	midbrain tegmentum|brain grey matter	BFO:0000050|UBERON:0002020	null|gray matter
UBERON:0002722	trochlear nucleus	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001943|UBERON:0003528	Danio rerio|midbrain tegmentum|brain grey matter	BFO:0000050|UBERON:0002020	null|gray matter
UBERON:0002722	trochlear nucleus	-	-	UBERON:0001943|UBERON:0003528	midbrain tegmentum|brain grey matter	BFO:0000050|UBERON:0002020	null|gray matter
UBERON:0002722	trochlear nucleus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001943|UBERON:0003528	Homo sapiens|midbrain tegmentum|brain grey matter	BFO:0000050|UBERON:0002020	null|gray matter
UBERON:0002723	mammillary princeps fasciculus	-	-	UBERON:0002770|UBERON:0002316	posterior hypothalamic region|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002723	mammillary princeps fasciculus	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002770|UBERON:0002316	Danio rerio|posterior hypothalamic region|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002723	mammillary princeps fasciculus	-	-	UBERON:0002770|UBERON:0002316	posterior hypothalamic region|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002723	mammillary princeps fasciculus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002770|UBERON:0002316	Homo sapiens|posterior hypothalamic region|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002724	limen of insula	-	-	UBERON:0000315	subarachnoid space		
UBERON:0002724	limen of insula	NCBITaxon:7955	Danio rerio	UBERON:0000315|NCBITaxon:7955	subarachnoid space|Danio rerio		
UBERON:0002724	limen of insula	-	-	UBERON:0000315	subarachnoid space		
UBERON:0002724	limen of insula	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000315	Homo sapiens|subarachnoid space		
UBERON:0002726	cervical spinal cord	-	-	UBERON:0002240|NCBITaxon:6072	spinal cord|Eumetazoa	UBERON:0000479	tissue
UBERON:0002726	cervical spinal cord	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002240	Danio rerio|spinal cord	UBERON:0000479	tissue
UBERON:0002726	cervical spinal cord	-	-	UBERON:0002240|NCBITaxon:6072	spinal cord|Eumetazoa	UBERON:0000479	tissue
UBERON:0002726	cervical spinal cord	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002240	Homo sapiens|spinal cord	UBERON:0000479	tissue
UBERON:0002727	medial medullary lamina of globus pallidus	-	-	UBERON:0001875|UBERON:0002316	globus pallidus|white matter	UBERON:0000470	cell part
UBERON:0002727	medial medullary lamina of globus pallidus	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001875|UBERON:0002316	Danio rerio|globus pallidus|white matter	UBERON:0000470	cell part
UBERON:0002727	medial medullary lamina of globus pallidus	-	-	UBERON:0001875|UBERON:0002316	globus pallidus|white matter	UBERON:0000470	cell part
UBERON:0002727	medial medullary lamina of globus pallidus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001875|UBERON:0002316	Homo sapiens|globus pallidus|white matter	UBERON:0000470	cell part
UBERON:0002728	entorhinal area	-	-	UBERON:0004725|UBERON:0002973	piriform cortex|parahippocampal gyrus	GO:0005623	cell
UBERON:0002728	entorhinal area	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0004725|UBERON:0002973	Danio rerio|piriform cortex|parahippocampal gyrus	GO:0005623	cell
UBERON:0002728	entorhinal area	-	-	UBERON:0004725|UBERON:0002973	piriform cortex|parahippocampal gyrus	GO:0005623	cell
UBERON:0002728	entorhinal area	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0004725|UBERON:0002973	Homo sapiens|piriform cortex|parahippocampal gyrus	GO:0005623	cell
UBERON:0002729	claustral amygdaloid area	-	-	UBERON:0006098|UBERON:0001876	basal nuclear complex|amygdala	GO:0043025|UBERON:0000470	neuronal cell body|cell part
UBERON:0002729	claustral amygdaloid area	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0006098|UBERON:0001876	Danio rerio|basal nuclear complex|amygdala	GO:0043025|UBERON:0000470	neuronal cell body|cell part
UBERON:0002729	claustral amygdaloid area	-	-	UBERON:0006098|UBERON:0001876	basal nuclear complex|amygdala	GO:0043025|UBERON:0000470	neuronal cell body|cell part
UBERON:0002729	claustral amygdaloid area	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0006098|UBERON:0001876	Homo sapiens|basal nuclear complex|amygdala	GO:0043025|UBERON:0000470	neuronal cell body|cell part
UBERON:0002731	vestibulocochlear nerve root	-	-	UBERON:0003023	pontine tegmentum	GO:0005623	cell
UBERON:0002731	vestibulocochlear nerve root	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0003023	Danio rerio|pontine tegmentum	GO:0005623	cell
UBERON:0002731	vestibulocochlear nerve root	-	-	UBERON:0003023	pontine tegmentum	GO:0005623	cell
UBERON:0002731	vestibulocochlear nerve root	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0003023	Homo sapiens|pontine tegmentum	GO:0005623	cell
UBERON:0002732	longitudinal pontine fibers	-	-	UBERON:0002567|UBERON:0002316	basal part of pons|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002732	longitudinal pontine fibers	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002567|UBERON:0002316	Danio rerio|basal part of pons|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002732	longitudinal pontine fibers	-	-	UBERON:0002567|UBERON:0002316	basal part of pons|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002732	longitudinal pontine fibers	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002567|UBERON:0002316	Homo sapiens|basal part of pons|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002733	intralaminar nuclear group	-	-	UBERON:0004703|UBERON:0003528	dorsal thalamus|brain grey matter	UBERON:0002020	gray matter
UBERON:0002733	intralaminar nuclear group	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0004703|UBERON:0003528	Danio rerio|dorsal thalamus|brain grey matter	UBERON:0002020	gray matter
UBERON:0002733	intralaminar nuclear group	-	-	UBERON:0004703|UBERON:0003528	dorsal thalamus|brain grey matter	UBERON:0002020	gray matter
UBERON:0002733	intralaminar nuclear group	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0004703|UBERON:0003528	Homo sapiens|dorsal thalamus|brain grey matter	UBERON:0002020	gray matter
UBERON:0002734	superior temporal sulcus	-	-	UBERON:0001871	temporal lobe		
UBERON:0002734	superior temporal sulcus	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001871	Danio rerio|temporal lobe		
UBERON:0002734	superior temporal sulcus	-	-	UBERON:0001871	temporal lobe		
UBERON:0002734	superior temporal sulcus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001871	Homo sapiens|temporal lobe		
UBERON:0002735	transverse pontine fibers	-	-	UBERON:0002567|UBERON:0002316	basal part of pons|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002735	transverse pontine fibers	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002567|UBERON:0002316	Danio rerio|basal part of pons|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002735	transverse pontine fibers	-	-	UBERON:0002567|UBERON:0002316	basal part of pons|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002735	transverse pontine fibers	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002567|UBERON:0002316	Homo sapiens|basal part of pons|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002736	lateral nuclear group of thalamus	-	-	UBERON:0004703|UBERON:0003528	dorsal thalamus|brain grey matter	UBERON:0002020	gray matter
UBERON:0002736	lateral nuclear group of thalamus	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0004703|UBERON:0003528	Danio rerio|dorsal thalamus|brain grey matter	UBERON:0002020	gray matter
UBERON:0002736	lateral nuclear group of thalamus	-	-	UBERON:0004703|UBERON:0003528	dorsal thalamus|brain grey matter	UBERON:0002020	gray matter
UBERON:0002736	lateral nuclear group of thalamus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0004703|UBERON:0003528	Homo sapiens|dorsal thalamus|brain grey matter	UBERON:0002020	gray matter
UBERON:0002737	lateral inferior limiting sulcus	-	-	UBERON:0000315	subarachnoid space		
UBERON:0002737	lateral inferior limiting sulcus	NCBITaxon:7955	Danio rerio	UBERON:0000315|NCBITaxon:7955	subarachnoid space|Danio rerio		
UBERON:0002737	lateral inferior limiting sulcus	-	-	UBERON:0000315	subarachnoid space		
UBERON:0002737	lateral inferior limiting sulcus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000315	Homo sapiens|subarachnoid space		
UBERON:0002738	isthmus of cingulate gyrus	-	-	UBERON:0002967	cingulate gyrus	GO:0005623	cell
UBERON:0002738	isthmus of cingulate gyrus	NCBITaxon:7955	Danio rerio	UBERON:0002967|NCBITaxon:7955	cingulate gyrus|Danio rerio	GO:0005623	cell
UBERON:0002738	isthmus of cingulate gyrus	-	-	UBERON:0002967	cingulate gyrus	GO:0005623	cell
UBERON:0002738	isthmus of cingulate gyrus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002967	Homo sapiens|cingulate gyrus	GO:0005623	cell
UBERON:0002739	medial dorsal nucleus of thalamus	-	-	UBERON:0004703|UBERON:0003528	dorsal thalamus|brain grey matter	UBERON:0002020	gray matter
UBERON:0002739	medial dorsal nucleus of thalamus	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0004703|UBERON:0003528	Danio rerio|dorsal thalamus|brain grey matter	UBERON:0002020	gray matter
UBERON:0002739	medial dorsal nucleus of thalamus	-	-	UBERON:0004703|UBERON:0003528	dorsal thalamus|brain grey matter	UBERON:0002020	gray matter
UBERON:0002739	medial dorsal nucleus of thalamus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0004703|UBERON:0003528	Homo sapiens|dorsal thalamus|brain grey matter	UBERON:0002020	gray matter
UBERON:0002740	posterior cingulate gyrus	-	-	UBERON:0002967	cingulate gyrus	GO:0005623	cell
UBERON:0002740	posterior cingulate gyrus	NCBITaxon:7955	Danio rerio	UBERON:0002967|NCBITaxon:7955	cingulate gyrus|Danio rerio	GO:0005623	cell
UBERON:0002740	posterior cingulate gyrus	-	-	UBERON:0002967	cingulate gyrus	GO:0005623	cell
UBERON:0002740	posterior cingulate gyrus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002967	Homo sapiens|cingulate gyrus	GO:0005623	cell
UBERON:0002741	diagonal band of Broca	-	-	UBERON:0002437	cerebral hemisphere white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002741	diagonal band of Broca	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002437	Danio rerio|cerebral hemisphere white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002741	diagonal band of Broca	-	-	UBERON:0002437	cerebral hemisphere white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002741	diagonal band of Broca	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002437	Homo sapiens|cerebral hemisphere white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002742	lamina of septum pellucidum	-	-	UBERON:0004714|UBERON:0002316	septum pellucidum|white matter	UBERON:0000470	cell part
UBERON:0002742	lamina of septum pellucidum	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0004714|UBERON:0002316	Danio rerio|septum pellucidum|white matter	UBERON:0000470	cell part
UBERON:0002742	lamina of septum pellucidum	-	-	UBERON:0004714|UBERON:0002316	septum pellucidum|white matter	UBERON:0000470	cell part
UBERON:0002742	lamina of septum pellucidum	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0004714|UBERON:0002316	Homo sapiens|septum pellucidum|white matter	UBERON:0000470	cell part
UBERON:0002743	basal forebrain	-	-	UBERON:0001890	forebrain	UBERON:0000479	tissue
UBERON:0002743	basal forebrain	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001890	Danio rerio|forebrain	UBERON:0000479	tissue
UBERON:0002743	basal forebrain	-	-	UBERON:0001890	forebrain	UBERON:0000479	tissue
UBERON:0002743	basal forebrain	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001890	Homo sapiens|forebrain	UBERON:0000479	tissue
UBERON:0002744	hilum of dentate nucleus	-	-	UBERON:0002132|UBERON:0002316	dentate nucleus|white matter	UBERON:0000470	cell part
UBERON:0002744	hilum of dentate nucleus	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002132|UBERON:0002316	Danio rerio|dentate nucleus|white matter	UBERON:0000470	cell part
UBERON:0002744	hilum of dentate nucleus	-	-	UBERON:0002132|UBERON:0002316	dentate nucleus|white matter	UBERON:0000470	cell part
UBERON:0002744	hilum of dentate nucleus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002132|UBERON:0002316	Homo sapiens|dentate nucleus|white matter	UBERON:0000470	cell part
UBERON:0002745	ventral amygdalofugal projection	-	-	UBERON:0002437	cerebral hemisphere white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002745	ventral amygdalofugal projection	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002437	Danio rerio|cerebral hemisphere white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002745	ventral amygdalofugal projection	-	-	UBERON:0002437	cerebral hemisphere white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002745	ventral amygdalofugal projection	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002437	Homo sapiens|cerebral hemisphere white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002746	intermediate periventricular nucleus	-	-	UBERON:0002555|UBERON:0003528	intermediate hypothalamic region|brain grey matter	UBERON:0002020	gray matter
UBERON:0002746	intermediate periventricular nucleus	NCBITaxon:7955	Danio rerio	UBERON:0002555|NCBITaxon:7955|UBERON:0003528	intermediate hypothalamic region|Danio rerio|brain grey matter	UBERON:0002020	gray matter
UBERON:0002746	intermediate periventricular nucleus	-	-	UBERON:0002555|UBERON:0003528	intermediate hypothalamic region|brain grey matter	UBERON:0002020	gray matter
UBERON:0002746	intermediate periventricular nucleus	NCBITaxon:9606	Homo sapiens	UBERON:0002555|NCBITaxon:9606|UBERON:0003528	intermediate hypothalamic region|Homo sapiens|brain grey matter	UBERON:0002020	gray matter
UBERON:0002747	neodentate part of dentate nucleus	-	-	UBERON:0002132	dentate nucleus	GO:0043025|UBERON:0000470	neuronal cell body|cell part
UBERON:0002747	neodentate part of dentate nucleus	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002132	Danio rerio|dentate nucleus	GO:0043025|UBERON:0000470	neuronal cell body|cell part
UBERON:0002747	neodentate part of dentate nucleus	-	-	UBERON:0002132	dentate nucleus	GO:0043025|UBERON:0000470	neuronal cell body|cell part
UBERON:0002747	neodentate part of dentate nucleus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002132	Homo sapiens|dentate nucleus	GO:0043025|UBERON:0000470	neuronal cell body|cell part
UBERON:0002748	medial lemniscus of medulla	-	-	UBERON:0001896|UBERON:0002316	medulla oblongata|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002748	medial lemniscus of medulla	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001896|UBERON:0002316	Danio rerio|medulla oblongata|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002748	medial lemniscus of medulla	-	-	UBERON:0001896|UBERON:0002316	medulla oblongata|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002748	medial lemniscus of medulla	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001896|UBERON:0002316	Homo sapiens|medulla oblongata|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002749	regional part of cerebellar cortex	-	-	UBERON:0002129	cerebellar cortex	GO:0043025|UBERON:0000470|UBERON:0000479	neuronal cell body|cell part|tissue
UBERON:0002749	regional part of cerebellar cortex	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002129	Danio rerio|cerebellar cortex	GO:0043025|UBERON:0000470|UBERON:0000479	neuronal cell body|cell part|tissue
UBERON:0002749	regional part of cerebellar cortex	-	-	UBERON:0002129	cerebellar cortex	GO:0043025|UBERON:0000470|UBERON:0000479	neuronal cell body|cell part|tissue
UBERON:0002749	regional part of cerebellar cortex	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002129	Homo sapiens|cerebellar cortex	GO:0043025|UBERON:0000470|UBERON:0000479	neuronal cell body|cell part|tissue
UBERON:0002750	medial longitudinal fasciculus of medulla	-	-	UBERON:0001896|UBERON:0002316	medulla oblongata|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002750	medial longitudinal fasciculus of medulla	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001896|UBERON:0002316	Danio rerio|medulla oblongata|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002750	medial longitudinal fasciculus of medulla	-	-	UBERON:0001896|UBERON:0002316	medulla oblongata|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002750	medial longitudinal fasciculus of medulla	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001896|UBERON:0002316	Homo sapiens|medulla oblongata|white matter	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002751	inferior temporal gyrus	-	-	UBERON:0001871	temporal lobe	GO:0005623	cell
UBERON:0002751	inferior temporal gyrus	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001871	Danio rerio|temporal lobe	GO:0005623	cell
UBERON:0002751	inferior temporal gyrus	-	-	UBERON:0001871	temporal lobe	GO:0005623	cell
UBERON:0002751	inferior temporal gyrus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001871	Homo sapiens|temporal lobe	GO:0005623	cell
UBERON:0002752	olivocerebellar tract	-	-	UBERON:0014649	white matter of medulla oblongata	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002752	olivocerebellar tract	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0014649	Danio rerio|white matter of medulla oblongata	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002752	olivocerebellar tract	-	-	UBERON:0014649	white matter of medulla oblongata	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002752	olivocerebellar tract	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0014649	Homo sapiens|white matter of medulla oblongata	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002753	posterior spinocerebellar tract	-	-	UBERON:0005413	spinocerebellar tract	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002753	posterior spinocerebellar tract	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0005413	Danio rerio|spinocerebellar tract	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002753	posterior spinocerebellar tract	-	-	UBERON:0005413	spinocerebellar tract	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002753	posterior spinocerebellar tract	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0005413	Homo sapiens|spinocerebellar tract	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002754	predorsal bundle	-	-	UBERON:0014649	white matter of medulla oblongata	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002754	predorsal bundle	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0014649	Danio rerio|white matter of medulla oblongata	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002754	predorsal bundle	-	-	UBERON:0014649	white matter of medulla oblongata	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002754	predorsal bundle	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0014649	Homo sapiens|white matter of medulla oblongata	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002755	pyramidal decussation	-	-	UBERON:0014649|UBERON:0002707	white matter of medulla oblongata|pyramidal tract	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002755	pyramidal decussation	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0014649|UBERON:0002707	Danio rerio|white matter of medulla oblongata|pyramidal tract	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002755	pyramidal decussation	-	-	UBERON:0014649|UBERON:0002707	white matter of medulla oblongata|pyramidal tract	UBERON:0000470|GO:0043005	cell part|neuron projection
UBERON:0002755	pyramidal decussation	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0014649|UBERON:0002707	Homo sapiens|white matter of medulla oblongata|pyramidal tract	UBERON:0000470|GO:0043005	cell part|neuron projection
