ClassID	ClassLabel	RO_0002488 existence starts during ID	RO_0002488 existence starts during Label	RO_0002492 existence ends during ID	RO_0002492 existence ends during Label	RO_0002496 existence starts during or after ID	RO_0002496 existence starts during or after Label	RO_0002497 existence ends during or before ID	RO_0002497 existence ends during or before Label
UBERON:0006905	mandibular process mesenchyme					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	ZFS:0000038|UBERON:0000113	Larval:Day 6 (Danio)|post-juvenile adult stage
UBERON:0006906	ala of nose					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)		
UBERON:0006907	slow muscle tissue					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)		
UBERON:0006908	fast muscle tissue					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)		
UBERON:0006909	lumen of digestive tract					ZFS:0000020	Gastrula:75%-epiboly (Danio)		
UBERON:0006911	digestive system fluid or secretion								
UBERON:0006912	urinary bladder muscularis mucosa					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0006913	lip epithelium					UBERON:0000111|ZFS:0000027	organogenesis stage|Segmentation:20-25 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0006914	squamous epithelium							UBERON:0000113	post-juvenile adult stage
UBERON:0006915	stratified squamous epithelium							UBERON:0000113	post-juvenile adult stage
UBERON:0006916	non-keratinized epithelium of tongue					ZFS:0000033|UBERON:0000111	Hatching:Long-pec (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0006918	parakeratinized epithelium of tongue					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0006919	tongue squamous epithelium					ZFS:0000033|UBERON:0000111	Hatching:Long-pec (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0006920	esophagus squamous epithelium					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0006925	digestive gland					UBERON:0000111	organogenesis stage		
UBERON:0006929	glandular columnar epithelium							UBERON:0000113	post-juvenile adult stage
UBERON:0006930	glandular cuboidal epithelium							UBERON:0000113	post-juvenile adult stage
UBERON:0006932	vestibular epithelium					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0006934	sensory epithelium					UBERON:0000111|ZFS:0000014	organogenesis stage|Blastula:Sphere (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0006935	crista ampullaris neuroepithelium					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0006936	thymus subcapsular epithelium					ZFS:0000035|UBERON:0000111	Larval:Protruding-mouth (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0006937	inner ear epithelium					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0006947	male genital duct					UBERON:0000111|ZFS:0000041	organogenesis stage|Larval:Days 21-29 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0006949	cervical loop					ZFS:0000033|UBERON:0000111	Hatching:Long-pec (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0006950	stellate reticulum					ZFS:0000033|UBERON:0000111	Hatching:Long-pec (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0006951	inner dental epithelium					ZFS:0000036|UBERON:0000111	Larval:Day 4 (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0006952	outer dental epithelium					ZFS:0000033|UBERON:0000111	Hatching:Long-pec (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0006956	buccal mucosa					UBERON:0000111|ZFS:0000027	organogenesis stage|Segmentation:20-25 somites (Danio)		
UBERON:0006957	submandibular gland primordium epithelium					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	ZFS:0000038|UBERON:0000113	Larval:Day 6 (Danio)|post-juvenile adult stage
UBERON:0006958	great vein of heart					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0006959	mandible angular process					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	ZFS:0000038|UBERON:0000113	Larval:Day 6 (Danio)|post-juvenile adult stage
UBERON:0006960	ovary stroma					UBERON:0000111|ZFS:0000041	organogenesis stage|Larval:Days 21-29 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0006964	pars distalis of adenohypophysis					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0006965	vascular cord					ZFS:0000026	Segmentation:14-19 somites (Danio)	ZFS:0000028	Segmentation:26+ somites (Danio)
UBERON:0006966	heart capillary					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0006967	horn								
UBERON:0006968	keratin sheath of horn								
UBERON:0006969	cranial appendage								
UBERON:0006970	bony core of horn							UBERON:0000113	post-juvenile adult stage
UBERON:0006972	nephridium								
UBERON:0006973	protonephridium								
UBERON:0006974	metanephridium								
UBERON:0006976	peptonephridium					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)		
UBERON:0006983	anatomical point								
UBERON:0006984	anatomical surface								
UBERON:0007005	cardiac mesoderm					ZFS:0000023	Segmentation:1-4 somites (Danio)	ZFS:0000038	Larval:Day 6 (Danio)
UBERON:0007010	cleaving embryo	UBERON:0000107	cleavage stage	UBERON:0000107	cleavage stage	UBERON:0000107	cleavage stage	UBERON:0000107	cleavage stage
UBERON:0007021	sexually immature organism	UBERON:0000112	sexually immature stage	UBERON:0000112	sexually immature stage	UBERON:0000112	sexually immature stage	UBERON:0000112	sexually immature stage
UBERON:0007023	adult organism	UBERON:0000113	post-juvenile adult stage	UBERON:0000113	post-juvenile adult stage	UBERON:0000113	post-juvenile adult stage	UBERON:0000113	post-juvenile adult stage
UBERON:0007026	primitive gut	UBERON:0000109	gastrula stage			ZFS:0000020	Gastrula:75%-epiboly (Danio)	ZFS:0000038	Larval:Day 6 (Danio)
UBERON:0007037	mechanosensory system					UBERON:0000111|ZFS:0000022	organogenesis stage|Gastrula:Bud (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007094	visceral musculature					UBERON:0000111	organogenesis stage		
UBERON:0007095	somatic musculature					UBERON:0000111	organogenesis stage		
UBERON:0007097	chordo neural hinge					ZFS:0000023	Segmentation:1-4 somites (Danio)	ZFS:0000038|ZFS:0000029	Larval:Day 6 (Danio)|Pharyngula:Prim-5 (Danio)
UBERON:0007098	mandibular neural crest					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	ZFS:0000038|ZFS:0000028	Larval:Day 6 (Danio)|Segmentation:26+ somites (Danio)
UBERON:0007099	hyoid neural crest					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	ZFS:0000038|ZFS:0000028	Larval:Day 6 (Danio)|Segmentation:26+ somites (Danio)
UBERON:0007100	primary circulatory organ					UBERON:0000111	organogenesis stage		
UBERON:0007105	vitelline duct					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)		
UBERON:0007109	meconium								
UBERON:0007111	Douglas' pouch					ZFS:0000022	Gastrula:Bud (Danio)		
UBERON:0007113	venom								
UBERON:0007115	deciduous tooth					ZFS:0000036|UBERON:0000111	Larval:Day 4 (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0007116	primary dentition					ZFS:0000036|UBERON:0000111	Larval:Day 4 (Danio)|organogenesis stage		
UBERON:0007120	premolar tooth					ZFS:0000036|UBERON:0000111	Larval:Day 4 (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0007121	dermatome segment of skin					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)		
UBERON:0007122	pharyngeal pouch 1					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	ZFS:0000038|ZFS:0000034|UBERON:0000113	Larval:Day 6 (Danio)|Hatching:Pec-fin (Danio)|post-juvenile adult stage
UBERON:0007123	pharyngeal pouch 2					ZFS:0000036|UBERON:0000111	Larval:Day 4 (Danio)|organogenesis stage	ZFS:0000038|UBERON:0000113	Larval:Day 6 (Danio)|post-juvenile adult stage
UBERON:0007124	pharyngeal pouch 3					ZFS:0000036|UBERON:0000111	Larval:Day 4 (Danio)|organogenesis stage	ZFS:0000038|UBERON:0000113	Larval:Day 6 (Danio)|post-juvenile adult stage
UBERON:0007125	pharyngeal pouch 4					ZFS:0000036|UBERON:0000111	Larval:Day 4 (Danio)|organogenesis stage	ZFS:0000038|UBERON:0000113	Larval:Day 6 (Danio)|post-juvenile adult stage
UBERON:0007126	pharyngeal pouch 5					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	ZFS:0000038|UBERON:0000113	Larval:Day 6 (Danio)|post-juvenile adult stage
UBERON:0007127	pharyngeal pouch 6					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	ZFS:0000038|UBERON:0000113	Larval:Day 6 (Danio)|post-juvenile adult stage
UBERON:0007128	glomeral mesenchyme					UBERON:0000111|ZFS:0000023	organogenesis stage|Segmentation:1-4 somites (Danio)		
UBERON:0007132	head kidney					UBERON:0000111|ZFS:0000028	organogenesis stage|Segmentation:26+ somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007134	trunk ganglion					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007135	neural keel					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	ZFS:0000038|ZFS:0000032|ZFS:0000025	Larval:Day 6 (Danio)|Pharyngula:High-pec (Danio)|Segmentation:10-13 somites (Danio)
UBERON:0007136	rectouterine fold					ZFS:0000022	Gastrula:Bud (Danio)		
UBERON:0007140	parietal mesothelium					ZFS:0000020	Gastrula:75%-epiboly (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007141	visceral mesothelium					ZFS:0000020	Gastrula:75%-epiboly (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007142	left internal carotid artery					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007143	right internal carotid artery					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007144	tail of embryo					UBERON:0000106	zygote stage	ZFS:0000038	Larval:Day 6 (Danio)
UBERON:0007146	posterior spinal artery					ZFS:0000036|UBERON:0000111	Larval:Day 4 (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0007147	lumen of midgut					ZFS:0000020	Gastrula:75%-epiboly (Danio)		
UBERON:0007148	lumen of hindgut					ZFS:0000022	Gastrula:Bud (Danio)		
UBERON:0007149	inferior thyroid artery					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007150	superior thyroid artery					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007151	mitral valve leaflet					ZFS:0000034|UBERON:0000111	Hatching:Pec-fin (Danio)|organogenesis stage		
UBERON:0007152	inferior sagittal sinus					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007153	superior epigastric artery					ZFS:0000033|UBERON:0000111	Hatching:Long-pec (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0007154	inferior epigastric vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007155	superior epigastric vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007156	inferior thyroid vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007157	superior thyroid vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007158	lumen of anal canal					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)		
UBERON:0007159	lumen of colon					UBERON:0000111|ZFS:0000027	organogenesis stage|Segmentation:20-25 somites (Danio)		
UBERON:0007160	inferior petrosal sinus					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007163	superior nasal meatus					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)		
UBERON:0007170	squamous part of occipital bone					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)		
UBERON:0007171	border of scapula					ZFS:0000032|UBERON:0000111	Pharyngula:High-pec (Danio)|organogenesis stage		
UBERON:0007172	angle of scapula					ZFS:0000032|UBERON:0000111	Pharyngula:High-pec (Danio)|organogenesis stage		
UBERON:0007173	lateral border of scapula					ZFS:0000032|UBERON:0000111	Pharyngula:High-pec (Danio)|organogenesis stage		
UBERON:0007174	medial border of scapula					ZFS:0000032|UBERON:0000111	Pharyngula:High-pec (Danio)|organogenesis stage		
UBERON:0007175	inferior angle of scapula					ZFS:0000032|UBERON:0000111	Pharyngula:High-pec (Danio)|organogenesis stage		
UBERON:0007176	superior angle of scapula					ZFS:0000032|UBERON:0000111	Pharyngula:High-pec (Danio)|organogenesis stage		
UBERON:0007177	lamina propria of mucosa of colon					UBERON:0000111|ZFS:0000027	organogenesis stage|Segmentation:20-25 somites (Danio)		
UBERON:0007178	muscularis mucosae of colon					UBERON:0000111|ZFS:0000027	organogenesis stage|Segmentation:20-25 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007179	basal cell layer of urothelium					ZFS:0000020	Gastrula:75%-epiboly (Danio)		
UBERON:0007180	atretic follicle of ovary					ZFS:0000042	Juvenile:Days 30-44 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007181	serosa of infundibulum of uterine tube					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007182	muscle layer of infundibulum of uterine tube					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)		
UBERON:0007185	pericardio-peritoneal canal mesothelium					ZFS:0000023	Segmentation:1-4 somites (Danio)	ZFS:0000038|UBERON:0000113	Larval:Day 6 (Danio)|post-juvenile adult stage
UBERON:0007186	pericardial visceral mesothelium					ZFS:0000022	Gastrula:Bud (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007187	pericardial parietal mesothelium					ZFS:0000022	Gastrula:Bud (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007188	mesothelium of serous pericardium					ZFS:0000022	Gastrula:Bud (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007194	vesicular gland					ZFS:0000020|UBERON:0000111	Gastrula:75%-epiboly (Danio)|organogenesis stage		
UBERON:0007195	stroma of bone marrow					UBERON:0000111|ZFS:0000028	organogenesis stage|Segmentation:26+ somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007196	tracheobronchial tree					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)		
UBERON:0007197	hermaphroditic organism								
UBERON:0007198	hermaphrodite anatomical structure								
UBERON:0007204	brachiocephalic vasculature					ZFS:0000027	Segmentation:20-25 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007213	mesenchyme derived from head neural crest					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	ZFS:0000038|ZFS:0000028|UBERON:0000113	Larval:Day 6 (Danio)|Segmentation:26+ somites (Danio)|post-juvenile adult stage
UBERON:0007214	mesenchyme derived from trunk neural crest					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	ZFS:0000038|ZFS:0000034|UBERON:0000113	Larval:Day 6 (Danio)|Hatching:Pec-fin (Danio)|post-juvenile adult stage
UBERON:0007215	trabecula cranii					ZFS:0000032|UBERON:0000111	Pharyngula:High-pec (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0007220	late embryonic stage								
UBERON:0007221	neonate stage								
UBERON:0007222	late adult stage								
UBERON:0007223	osseus cochlea					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)		
UBERON:0007227	superior vestibular nucleus					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007228	vestibular nucleus					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007230	lateral vestibular nucleus					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007232	2 cell stage								
UBERON:0007233	4 cell stage								
UBERON:0007234	4-8 cell stage								
UBERON:0007236	8 cell stage								
UBERON:0007237	1st arch mandibular component					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)		
UBERON:0007238	1st arch maxillary component					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)		
UBERON:0007239	tunica media of artery					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)		
UBERON:0007240	tunica adventitia of artery					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)		
UBERON:0007241	tunica adventitia of vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)		
UBERON:0007242	tunica intima of vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)		
UBERON:0007243	tunica media of vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)		
UBERON:0007244	inferior olivary nucleus					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007245	nuclear complex of neuraxis					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007247	superior olivary nucleus					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007249	dorsal accessory inferior olivary nucleus					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007250	lingual tonsil					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)		
UBERON:0007251	preoptic nucleus					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007252	intervertebral disk of cervical vertebra					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007254	intervertebral disk of thoracic vertebra					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007255	intervertebral disk of lumbar vertebra					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007257	intervertebral disk of sacral vertebra					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007266	intervertebral disk of atlas					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007267	trachea pre-cartilage rings					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	ZFS:0000038|UBERON:0000113	Larval:Day 6 (Danio)|post-juvenile adult stage
UBERON:0007268	upper esophageal sphincter					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007269	pectoral appendage musculature					UBERON:0000111|ZFS:0000031	organogenesis stage|Pharyngula:Prim-25 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007270	pelvic appendage musculature					ZFS:0000042	Juvenile:Days 30-44 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007271	appendage musculature					ZFS:0000030	Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0007272	pectoral appendage skeleton					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)		
UBERON:0007273	pelvic appendage skeleton					UBERON:0000111|ZFS:0000040	organogenesis stage|Larval:Days 14-20 (Danio)		
UBERON:0007274	crista of ampulla of anterior semicircular duct of membranous laybrinth					ZFS:0000035|UBERON:0000111	Larval:Protruding-mouth (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0007275	crista of ampulla of posterior semicircular duct of membranous laybrinth					ZFS:0000035|UBERON:0000111	Larval:Protruding-mouth (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0007276	crista of ampulla of lateral semicircular duct of membranous laybrinth					ZFS:0000035|UBERON:0000111	Larval:Protruding-mouth (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0007277	presumptive hindbrain					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	ZFS:0000020|ZFS:0000038|ZFS:0000032	Gastrula:75%-epiboly (Danio)|Larval:Day 6 (Danio)|Pharyngula:High-pec (Danio)
UBERON:0007278	presumptive sinus venosus					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	ZFS:0000038|ZFS:0000032|ZFS:0000031	Larval:Day 6 (Danio)|Pharyngula:High-pec (Danio)|Pharyngula:Prim-25 (Danio)
UBERON:0007279	presumptive atrioventricular canal					UBERON:0000111|ZFS:0000031	organogenesis stage|Pharyngula:Prim-25 (Danio)	ZFS:0000038|ZFS:0000032|ZFS:0000031	Larval:Day 6 (Danio)|Pharyngula:High-pec (Danio)|Pharyngula:Prim-25 (Danio)
UBERON:0007280	presumptive endocardium					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	ZFS:0000038|ZFS:0000032|ZFS:0000031	Larval:Day 6 (Danio)|Pharyngula:High-pec (Danio)|Pharyngula:Prim-25 (Danio)
UBERON:0007281	presumptive midbrain hindbrain boundary					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	ZFS:0000038|ZFS:0000020	Larval:Day 6 (Danio)|Gastrula:75%-epiboly (Danio)
UBERON:0007282	presumptive segmental plate					UBERON:0000111|ZFS:0000023	organogenesis stage|Segmentation:1-4 somites (Danio)	ZFS:0000038|ZFS:0000032|ZFS:0000022	Larval:Day 6 (Danio)|Pharyngula:High-pec (Danio)|Gastrula:Bud (Danio)
UBERON:0007283	presumptive shield					ZFS:0000016	Blastula:30%-epiboly (Danio)	ZFS:0000038|ZFS:0000032|ZFS:0000018	Larval:Day 6 (Danio)|Pharyngula:High-pec (Danio)|Gastrula:Germ-ring (Danio)
UBERON:0007284	presumptive neural plate					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	ZFS:0000038|ZFS:0000032|ZFS:0000021	Larval:Day 6 (Danio)|Pharyngula:High-pec (Danio)|Gastrula:90%-epiboly (Danio)
UBERON:0007285	presumptive paraxial mesoderm					ZFS:0000014	Blastula:Sphere (Danio)	ZFS:0000038|ZFS:0000032|ZFS:0000021	Larval:Day 6 (Danio)|Pharyngula:High-pec (Danio)|Gastrula:90%-epiboly (Danio)
UBERON:0007286	presumptive floor plate					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	ZFS:0000038|ZFS:0000032|ZFS:0000023	Larval:Day 6 (Danio)|Pharyngula:High-pec (Danio)|Segmentation:1-4 somites (Danio)
UBERON:0007287	presumptive bulbus arteriosus					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	ZFS:0000038|ZFS:0000032|ZFS:0000031	Larval:Day 6 (Danio)|Pharyngula:High-pec (Danio)|Pharyngula:Prim-25 (Danio)
UBERON:0007288	presumptive forebrain midbrain boundary					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	ZFS:0000020|ZFS:0000038|ZFS:0000032	Gastrula:75%-epiboly (Danio)|Larval:Day 6 (Danio)|Pharyngula:High-pec (Danio)
UBERON:0007289	presumptive rhombomere 1					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	ZFS:0000038|ZFS:0000032|ZFS:0000024	Larval:Day 6 (Danio)|Pharyngula:High-pec (Danio)|Segmentation:5-9 somites (Danio)
UBERON:0007290	presumptive rhombomere 3					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	ZFS:0000038|ZFS:0000032|ZFS:0000024	Larval:Day 6 (Danio)|Pharyngula:High-pec (Danio)|Segmentation:5-9 somites (Danio)
UBERON:0007291	presumptive rhombomere 4					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	ZFS:0000038|ZFS:0000032|ZFS:0000024	Larval:Day 6 (Danio)|Pharyngula:High-pec (Danio)|Segmentation:5-9 somites (Danio)
UBERON:0007292	presumptive rhombomere 5					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	ZFS:0000038|ZFS:0000032|ZFS:0000024	Larval:Day 6 (Danio)|Pharyngula:High-pec (Danio)|Segmentation:5-9 somites (Danio)
UBERON:0007293	presumptive rhombomere 6					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	ZFS:0000038|ZFS:0000032|ZFS:0000024	Larval:Day 6 (Danio)|Pharyngula:High-pec (Danio)|Segmentation:5-9 somites (Danio)
UBERON:0007294	presumptive rhombomere 7					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	ZFS:0000038|ZFS:0000032|ZFS:0000024	Larval:Day 6 (Danio)|Pharyngula:High-pec (Danio)|Segmentation:5-9 somites (Danio)
