Uberon Label	Uberon Id	EFO LABEL(S)	MAPPING TYPE	ONTOLOGY TERM(S)	ONTOLOGY(S)	Comment
gastrointestinal system	UBERON:0005409	digestive system component	Requires curation	EFO_0000793	http://www.ebi.ac.uk/efo/	y
hyoid muscle	UBERON:0005493	hyoid muscle	Requires curation	EFO_0003536	http://www.ebi.ac.uk/efo/	y
non-neural ectoderm	UBERON:0005497	non neural ectoderm	Requires curation	EFO_0003643	http://www.ebi.ac.uk/efo/	y
rhombomere 1	UBERON:0005499	rhombomere 1	Requires curation	EFO_0003608	http://www.ebi.ac.uk/efo/	y
rhombomere 3	UBERON:0005507	rhombomere 3	Requires curation	EFO_0003596	http://www.ebi.ac.uk/efo/	y
rhombomere 4	UBERON:0005511	rhombomere 4	Requires curation	EFO_0003609	http://www.ebi.ac.uk/efo/	y
rhombomere 5	UBERON:0005515	rhombomere 5	Requires curation	EFO_0003580	http://www.ebi.ac.uk/efo/	y
rhombomere 6	UBERON:0005519	rhombomere 6	Requires curation	EFO_0003480	http://www.ebi.ac.uk/efo/	y
rhombomere 7	UBERON:0005523	rhombomere 7	Requires curation	EFO_0003597	http://www.ebi.ac.uk/efo/	y
rhombomere 8	UBERON:0005527	rhombomere 8	Requires curation	EFO_0003500	http://www.ebi.ac.uk/efo/	y
thymus primordium	UBERON:0005562	thymus primordium	Requires curation	EFO_0003622	http://www.ebi.ac.uk/efo/	y
gonad primordium	UBERON:0005564	gonad primordium	Requires curation	EFO_0003651	http://www.ebi.ac.uk/efo/	y
rhombomere 2	UBERON:0005569	rhombomere 2	Requires curation	EFO_0003579	http://www.ebi.ac.uk/efo/	y
intercostal artery	UBERON:0005612	segmental intercostal artery	Requires curation	EFO_0003558	http://www.ebi.ac.uk/efo/	y
olfactory system	UBERON:0005725	olfactory system	Requires curation	EFO_0001973	http://www.ebi.ac.uk/efo/	y
glomerular tuft	UBERON:0005749	renal glomerulus	Requires curation	EFO_0003667	http://www.ebi.ac.uk/efo/	y
occipital region	UBERON:0005902	occipital lobe	Requires curation	EFO_0000915	http://www.ebi.ac.uk/efo/	y
posterior lateral line	UBERON:0006334	posterior lateral line	Requires curation	EFO_0003595	http://www.ebi.ac.uk/efo/	y
presumptive endoderm	UBERON:0006595	presumptive endoderm	Requires curation	EFO_0003437	http://www.ebi.ac.uk/efo/	y
presumptive blood	UBERON:0006596	presumptive blood	Requires curation	EFO_0003439	http://www.ebi.ac.uk/efo/	y
presumptive ectoderm	UBERON:0006601	presumptive ectoderm	Requires curation	EFO_0003466	http://www.ebi.ac.uk/efo/	y
presumptive mesoderm	UBERON:0006603	presumptive mesoderm	Requires curation	EFO_0003467	http://www.ebi.ac.uk/efo/	y
head mesenchyme from mesoderm	UBERON:0006904	mesenchyme derived from head mesoderm	Requires curation	EFO_0003603	http://www.ebi.ac.uk/efo/	y
vascular cord	UBERON:0006965	vascular cord	Requires curation	EFO_0003709	http://www.ebi.ac.uk/efo/	y
pharyngeal pouch 1	UBERON:0007122	pharyngeal pouch 1	Requires curation	EFO_0003631	http://www.ebi.ac.uk/efo/	y
pharyngeal pouch 2	UBERON:0007123	pharyngeal pouch 2	Requires curation	EFO_0003633	http://www.ebi.ac.uk/efo/	y
pharyngeal pouch 3	UBERON:0007124	pharyngeal pouch 3	Requires curation	EFO_0003634	http://www.ebi.ac.uk/efo/	y
pharyngeal pouch 4	UBERON:0007125	pharyngeal pouch 4	Requires curation	EFO_0003637	http://www.ebi.ac.uk/efo/	y
pharyngeal pouch 5	UBERON:0007126	pharyngeal pouch 5	Requires curation	EFO_0003636	http://www.ebi.ac.uk/efo/	y
pharyngeal pouch 6	UBERON:0007127	pharyngeal pouch 6	Requires curation	EFO_0003635	http://www.ebi.ac.uk/efo/	y
presumptive segmental plate	UBERON:0007282	presumptive segmental plate	Requires curation	EFO_0003421	http://www.ebi.ac.uk/efo/	y
presumptive neural plate	UBERON:0007284	presumptive neural plate	Requires curation	EFO_0003424	http://www.ebi.ac.uk/efo/	y
presumptive floor plate	UBERON:0007286	presumptive floor plate	Requires curation	EFO_0003454	http://www.ebi.ac.uk/efo/	y
presumptive rhombomere 3	UBERON:0007290	presumptive rhombomere 3	Requires curation	EFO_0003451	http://www.ebi.ac.uk/efo/	y
presumptive rhombomere 4	UBERON:0007291	presumptive rhombomere 4	Requires curation	EFO_0003450	http://www.ebi.ac.uk/efo/	y
presumptive rhombomere 5	UBERON:0007292	presumptive rhombomere 5	Requires curation	EFO_0003449	http://www.ebi.ac.uk/efo/	y
presumptive rhombomere 6	UBERON:0007293	presumptive rhombomere 6	Requires curation	EFO_0003448	http://www.ebi.ac.uk/efo/	y
presumptive rhombomere 7	UBERON:0007294	presumptive rhombomere 7	Requires curation	EFO_0003447	http://www.ebi.ac.uk/efo/	y
presumptive rhombomere 8	UBERON:0007295	presumptive rhombomere 8	Requires curation	EFO_0003452	http://www.ebi.ac.uk/efo/	y
abdominal adipose tissue	UBERON:0007808	abdominal fat	Requires curation	EFO_0003771	http://www.ebi.ac.uk/efo/	y
nail plate	UBERON:0008198	nail	Requires curation	EFO_0000956	http://www.ebi.ac.uk/efo/	y
liver bud	UBERON:0008836	liver primordium	Requires curation	EFO_0003428	http://www.ebi.ac.uk/efo/	y
presumptive midbrain	UBERON:0009616	presumptive midbrain	Requires curation	EFO_0003432	http://www.ebi.ac.uk/efo/	y
renal tubule	UBERON:0009773	renal tubule	Requires curation	EFO_0003666	http://www.ebi.ac.uk/efo/	y
epithelium of pancreatic duct	UBERON:0009970	pancreatic duct epithelium	Requires curation	EFO_0002556	http://www.ebi.ac.uk/efo/	y
lateral line	UBERON:0010202	neuromast	Requires curation	EFO_0003513	http://www.ebi.ac.uk/efo/	y
midbrain basal plate	UBERON:0010285	basal plate midbrain region	Requires curation	EFO_0003567	http://www.ebi.ac.uk/efo/	y
muscle head	UBERON:0011906	cephalic musculature	Requires curation	EFO_0003524	http://www.ebi.ac.uk/efo/	y
umbilical cord blood	UBERON:0012168	umbilical cord blood	Requires curation	EFO_0001942	http://www.ebi.ac.uk/efo/	y
core of nucleus accumbens	UBERON:0012170	nucleus accumbens core	Requires curation	EFO_0002458	http://www.ebi.ac.uk/efo/	y
shell of nucleus accumbens	UBERON:0012171	nucleus accumbens shell	Requires curation	EFO_0002459	http://www.ebi.ac.uk/efo/	y
