#curie_map:
#  AAO: "http://purl.obolibrary.org/obo/AAO_"
#  CARO: "http://purl.obolibrary.org/obo/CARO_"
#  CL: "http://purl.obolibrary.org/obo/CL_"
#  EHDAA2: "http://purl.obolibrary.org/obo/EHDAA2_"
#  EMAPA: "http://purl.obolibrary.org/obo/EMAPA_"
#  EV: "http://purl.obolibrary.org/obo/EV_"
#  FBbt: "http://purl.obolibrary.org/obo/FBbt_"
#  FMA: "http://purl.org/sig/ont/fma/fma"
#  GO: "http://purl.obolibrary.org/obo/GO_"
#  KUPO: "http://purl.obolibrary.org/obo/KUPO_"
#  MA: "http://purl.obolibrary.org/obo/MA_"
#  NCIT: "http://purl.obolibrary.org/obo/NCIT_"
#  ORCID: "https://orcid.org/"
#  SCTID: "http://purl.obolibrary.org/obo/SCTID_"
#  VHOG: "http://purl.obolibrary.org/obo/VHOG_"
#  VSAO: "http://purl.obolibrary.org/obo/VSAO_"
#  WBbt: "http://purl.obolibrary.org/obo/WBbt_"
#  XAO: "http://purl.obolibrary.org/obo/XAO_"
#  ZFA: "http://purl.obolibrary.org/obo/ZFA_"
#  obo: "http://purl.obolibrary.org/obo/"
#mapping_set_id: "http://purl.obolibrary.org/obo/cl/cl.sssom.tsv"
#creator_id:
#  - "ORCID:0000-0002-1373-1705"
#  - "ORCID:0000-0002-6095-8718"
#license: "http://creativecommons.org/licenses/by/4.0/"
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	subject_source	object_source	mapping_date
CL:0000388		semapv:crossSpeciesExactMatch	ZFA:0009189	tendon cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000393		semapv:crossSpeciesExactMatch	ZFA:0009190	electrically responsive cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000394		semapv:crossSpeciesExactMatch	FBbt:00001685	embryonic/larval plasmatocyte	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000395		semapv:crossSpeciesExactMatch	FBbt:00001689	procrystal cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000396		semapv:crossSpeciesExactMatch	FBbt:00001687	lamellocyte	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000398		semapv:crossSpeciesExactMatch	FBbt:00001691	polygonal cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000402		semapv:crossSpeciesExactMatch	ZFA:0009191	CNS interneuron	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000404		semapv:crossSpeciesExactMatch	ZFA:0009193	electrically signaling cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000406		semapv:crossSpeciesExactMatch	ZFA:0009194	CNS short range interneuron	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000407		semapv:crossSpeciesExactMatch	FBbt:00005221	scolopidial ligament cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000410		semapv:crossSpeciesExactMatch	ZFA:0009195	CNS long range interneuron	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000411		semapv:crossSpeciesExactMatch	ZFA:0009196	hypodermal cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000411	Caenorhabditis hypodermal cell	semapv:crossSpeciesExactMatch	WBbt:0007846		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000415	diploid cell	semapv:crossSpeciesExactMatch	FMA:72300		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000418	arcade cell	semapv:crossSpeciesExactMatch	WBbt:0005793		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000421	coelomocyte	semapv:crossSpeciesExactMatch	WBbt:0005751		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000424	excretory cell	semapv:crossSpeciesExactMatch	WBbt:0005812		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000428		semapv:crossSpeciesExactMatch	ZFA:0000084	yolk	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000429		semapv:crossSpeciesExactMatch	FBbt:00007108	imaginal disc epithelial cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000430		semapv:crossSpeciesExactMatch	ZFA:0009198	xanthophore	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000431		semapv:crossSpeciesExactMatch	ZFA:0009199	iridophore	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000432		semapv:crossSpeciesExactMatch	ZFA:0009200	reticular cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000432	reticular cell	semapv:crossSpeciesExactMatch	FMA:62877		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000435		semapv:crossSpeciesExactMatch	ZFA:0009201	alkali secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000437		semapv:crossSpeciesExactMatch	ZFA:0009202	follicle stimulating hormone secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000437	gonadtroph	semapv:crossSpeciesExactMatch	FMA:83100		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000438		semapv:crossSpeciesExactMatch	ZFA:0009203	luteinizing hormone secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000439		semapv:crossSpeciesExactMatch	ZFA:0009204	prolactin secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000440		semapv:crossSpeciesExactMatch	ZFA:0009205	melanocyte stimulating hormone secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000441		semapv:crossSpeciesExactMatch	FBbt:00004903	follicle stem cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000442	follicular dendritic cell	semapv:crossSpeciesExactMatch	FMA:83037		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000443		semapv:crossSpeciesExactMatch	ZFA:0009206	calcitonin secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000446	chief cell of parathyroid gland	semapv:crossSpeciesExactMatch	FMA:69078		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000448	white adipocyte	semapv:crossSpeciesExactMatch	FMA:83434		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000449	brown adipocyte	semapv:crossSpeciesExactMatch	FMA:83435		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000450		semapv:crossSpeciesExactMatch	ZFA:0009082	fat cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000451		semapv:crossSpeciesExactMatch	ZFA:0009209	dendritic cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000451	dendritic cell	semapv:crossSpeciesExactMatch	FMA:83036		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000452		semapv:crossSpeciesExactMatch	ZFA:0009210	thyroid hormone secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000453	Langerhans cell	semapv:crossSpeciesExactMatch	FMA:63072		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000454		semapv:crossSpeciesExactMatch	ZFA:0009211	epinephrin secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000457		semapv:crossSpeciesExactMatch	ZFA:0009212	biogenic amine secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000458		semapv:crossSpeciesExactMatch	ZFA:0009213	serotonin secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000459		semapv:crossSpeciesExactMatch	ZFA:0009214	norepinephrine secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000460		semapv:crossSpeciesExactMatch	ZFA:0009215	glucocorticoid secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000462		semapv:crossSpeciesExactMatch	FBbt:00003219	adepithelial cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000463		semapv:crossSpeciesExactMatch	FBbt:00007325	epidermal cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000464		semapv:crossSpeciesExactMatch	FBbt:00004994	epidermoblast	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000465		semapv:crossSpeciesExactMatch	FBbt:00001666	cardioblast	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000467		semapv:crossSpeciesExactMatch	ZFA:0009216	adrenocorticotropic hormone secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000468		semapv:crossSpeciesExactMatch	FBbt:00005147	neuroglioblast	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000469		semapv:crossSpeciesExactMatch	FBbt:00005149	ganglion mother cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000470		semapv:crossSpeciesExactMatch	ZFA:0009217	digestive enzyme secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000474		semapv:crossSpeciesExactMatch	FBbt:00005058	pericardial cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000476		semapv:crossSpeciesExactMatch	ZFA:0009218	thyroid stimulating hormone secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000476	thyrotroph	semapv:crossSpeciesExactMatch	FMA:83099		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000477		semapv:crossSpeciesExactMatch	FBbt:00004904	follicle cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000482		semapv:crossSpeciesExactMatch	FBbt:00058020	juvenile hormone secreting cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000486		semapv:crossSpeciesExactMatch	FBbt:00005059	garland cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000487		semapv:crossSpeciesExactMatch	FBbt:00004995	oenocyte	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000488		semapv:crossSpeciesExactMatch	ZFA:0009219	visible light photoreceptor cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000490		semapv:crossSpeciesExactMatch	ZFA:0009220	photopic photoreceptor cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000492	CD4-positive helper T cell	semapv:crossSpeciesExactMatch	FMA:70572		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000494		semapv:crossSpeciesExactMatch	ZFA:0009221	UV sensitive photoreceptor cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000495		semapv:crossSpeciesExactMatch	ZFA:0009222	blue sensitive photoreceptor cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000496		semapv:crossSpeciesExactMatch	ZFA:0009223	green sensitive photoreceptor cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000497		semapv:crossSpeciesExactMatch	ZFA:0009224	red sensitive photoreceptor cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000498		semapv:crossSpeciesExactMatch	ZFA:0009225	inhibitory interneuron	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000498	inhibitory interneuron	semapv:crossSpeciesExactMatch	FMA:84776		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000499		semapv:crossSpeciesExactMatch	ZFA:0009226	stromal cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000499	stromal cell	semapv:crossSpeciesExactMatch	FMA:83624		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000501		semapv:crossSpeciesExactMatch	ZFA:0009227	granulosa cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000501	granulosa cell	semapv:crossSpeciesExactMatch	FMA:18718		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000502		semapv:crossSpeciesExactMatch	ZFA:0009228	D cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000502	type D enteroendocrine cell	semapv:crossSpeciesExactMatch	FMA:62935		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000503		semapv:crossSpeciesExactMatch	ZFA:0009229	theca cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000505		semapv:crossSpeciesExactMatch	ZFA:0009230	substance P secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000506		semapv:crossSpeciesExactMatch	ZFA:0009231	enkephalin secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000507		semapv:crossSpeciesExactMatch	ZFA:0009232	endorphin secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000508	type G enteroendocrine cell	semapv:crossSpeciesExactMatch	FMA:67609		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000510	paneth cell	semapv:crossSpeciesExactMatch	FMA:62897		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000512		semapv:crossSpeciesExactMatch	ZFA:0009233	paracrine cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000513		semapv:crossSpeciesExactMatch	ZFA:0009234	cardiac muscle myoblast	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000513	cardiac muscle myoblast	semapv:crossSpeciesExactMatch	FMA:84797		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000514		semapv:crossSpeciesExactMatch	ZFA:0009235	smooth muscle myoblast	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000514	smooth muscle myoblast	semapv:crossSpeciesExactMatch	FMA:84798		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000515		semapv:crossSpeciesExactMatch	ZFA:0009236	skeletal muscle myoblast	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000515	skeletal muscle myoblast	semapv:crossSpeciesExactMatch	FMA:84799		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000516		semapv:crossSpeciesExactMatch	ZFA:0009237	perineuronal satellite cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000516	perineuronal satellite cell	semapv:crossSpeciesExactMatch	FMA:54550		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000523	mononuclear cytotrophoblast cell	semapv:crossSpeciesExactMatch	FMA:83042		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000525	syncytiotrophoblast cell	semapv:crossSpeciesExactMatch	FMA:83043		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000526		semapv:crossSpeciesExactMatch	ZFA:0009238	afferent neuron	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000526	afferent neuron	semapv:crossSpeciesExactMatch	FMA:87653		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000527		semapv:crossSpeciesExactMatch	ZFA:0009239	efferent neuron	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000528		semapv:crossSpeciesExactMatch	ZFA:0009240	nitrergic neuron	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000528	nitrergic neuron	semapv:crossSpeciesExactMatch	FMA:84792		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000529		semapv:crossSpeciesExactMatch	ZFA:0009241	pigmented epithelial cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000530		semapv:crossSpeciesExactMatch	ZFA:0009242	primary neuron	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000532		semapv:crossSpeciesExactMatch	ZFA:0009243	CaP motoneuron	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000533		semapv:crossSpeciesExactMatch	ZFA:0009244	primary motor neuron	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000534		semapv:crossSpeciesExactMatch	ZFA:0009245	primary interneuron	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000535		semapv:crossSpeciesExactMatch	ZFA:0009246	secondary neuron	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000536		semapv:crossSpeciesExactMatch	ZFA:0009247	secondary motor neuron	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000540		semapv:crossSpeciesExactMatch	FBbt:00005106	neuron	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000540		semapv:crossSpeciesExactMatch	ZFA:0009248	neuron	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000540	neuron	skos:broadMatch	VHOG:0001483		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000540	neuron	semapv:crossSpeciesExactMatch	WBbt:0003679		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000540	neuron	semapv:crossSpeciesExactMatch	FMA:54527		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000541		semapv:crossSpeciesExactMatch	ZFA:0009249	melanoblast	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000541	melanoblast	semapv:crossSpeciesExactMatch	FMA:83377		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000542		semapv:crossSpeciesExactMatch	ZFA:0009250	lymphocyte	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000542	lymphocyte	skos:broadMatch	VHOG:0001535		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000542	lymphocyte	semapv:crossSpeciesExactMatch	FMA:62863		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000545	T-helper 1 cell	semapv:crossSpeciesExactMatch	FMA:84382		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000546	T-helper 2 cell	semapv:crossSpeciesExactMatch	FMA:84385		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000547	proerythroblast	semapv:crossSpeciesExactMatch	FMA:83518		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000549		semapv:crossSpeciesExactMatch	ZFA:0005236	basophilic erythroblast	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000549	basophilic erythroblast	semapv:crossSpeciesExactMatch	FMA:83505		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000550		semapv:crossSpeciesExactMatch	ZFA:0005241	polychromatophilic erythroblast	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000550	polychromatophilic erythroblast	semapv:crossSpeciesExactMatch	FMA:83506		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000552	orthochromatic erythroblast	semapv:crossSpeciesExactMatch	FMA:84646		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000553	megakaryocyte progenitor cell	semapv:crossSpeciesExactMatch	FMA:84235		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000556	megakaryocyte	semapv:crossSpeciesExactMatch	FMA:83555		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000557		semapv:crossSpeciesExactMatch	ZFA:0009251	granulocyte monocyte progenitor cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000558		semapv:crossSpeciesExactMatch	ZFA:0009252	reticulocyte	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000559		semapv:crossSpeciesExactMatch	ZFA:0009253	promonocyte	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000559	promonocyte	semapv:crossSpeciesExactMatch	FMA:83551		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000560		semapv:crossSpeciesExactMatch	ZFA:0009254	band form neutrophil	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000561		semapv:crossSpeciesExactMatch	ZFA:0009255	amacrine cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000561	amacrine cell	semapv:crossSpeciesExactMatch	FMA:67766		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000562		semapv:crossSpeciesExactMatch	ZFA:0009256	nucleate erythrocyte	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000564		semapv:crossSpeciesExactMatch	ZFA:0009257	neutrophilic promyelocyte	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000564	neutrophilic promyelocyte	semapv:crossSpeciesExactMatch	FMA:84196		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000566		semapv:crossSpeciesExactMatch	ZFA:0009258	angioblastic mesenchymal cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000568	amine precursor uptake and decarboxylation cell	semapv:crossSpeciesExactMatch	FMA:83114		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000569		semapv:crossSpeciesExactMatch	ZFA:0009259	cardiac mesenchymal cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000570		semapv:crossSpeciesExactMatch	ZFA:0009260	parafollicular cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000570	parafollicular cell	skos:narrowMatch	SCTID:176770005		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000570	parafollicular cell	semapv:crossSpeciesExactMatch	FMA:68653		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000571		semapv:crossSpeciesExactMatch	ZFA:0009261	leucophore	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000573		semapv:crossSpeciesExactMatch	ZFA:0009262	retinal cone cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000573	retinal cone cell	semapv:crossSpeciesExactMatch	FMA:67748		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000574		semapv:crossSpeciesExactMatch	ZFA:0009263	erythrophore	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000575		semapv:crossSpeciesExactMatch	ZFA:0009264	corneal epithelial cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000575	corneal epithelial cell	semapv:crossSpeciesExactMatch	FMA:70551		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000576		semapv:crossSpeciesExactMatch	ZFA:0009265	monocyte	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000576	monocyte	semapv:crossSpeciesExactMatch	FMA:62864		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000577	type EC enteroendocrine cell	semapv:crossSpeciesExactMatch	FMA:62934		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000577	type EC enteroendocrine cell	semapv:crossSpeciesExactMatch	FMA:83132		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000579		semapv:crossSpeciesExactMatch	FBbt:00004905	border follicle cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000580		semapv:crossSpeciesExactMatch	ZFA:0009266	neutrophilic myelocyte	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000580	neutrophilic myelocyte	semapv:crossSpeciesExactMatch	FMA:83540		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000581		semapv:crossSpeciesExactMatch	ZFA:0009267	peritoneal macrophage	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000581	peritoneal macrophage	semapv:crossSpeciesExactMatch	FMA:83025		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000582		semapv:crossSpeciesExactMatch	ZFA:0009268	neutrophilic metamyelocyte	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000582	neutrophilic metamyelocyte	semapv:crossSpeciesExactMatch	FMA:84197		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000583	alveolar macrophage	semapv:crossSpeciesExactMatch	FMA:83023		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000584		semapv:crossSpeciesExactMatch	ZFA:0009269	enterocyte	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000584	enterocyte	semapv:crossSpeciesExactMatch	FMA:62122		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000586	germ cell	skos:broadMatch	VHOG:0001534		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000586	germ cell	skos:narrowMatch	NCIT:C12597		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000586	germ cell	semapv:crossSpeciesExactMatch	WBbt:0006796		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000588		semapv:crossSpeciesExactMatch	ZFA:0009270	odontoclast	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000588	odontoclast	semapv:crossSpeciesExactMatch	FMA:83027		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000589	cochlear inner hair cell	semapv:crossSpeciesExactMatch	FMA:62365		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000590	small luteal cell	semapv:crossSpeciesExactMatch	FMA:18690		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000592	large luteal cell	semapv:crossSpeciesExactMatch	FMA:18689		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000593		semapv:crossSpeciesExactMatch	ZFA:0009271	androgen secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000594		semapv:crossSpeciesExactMatch	ZFA:0009272	skeletal muscle satellite cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000598		semapv:crossSpeciesExactMatch	ZFA:0009273	pyramidal cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000598	pyramidal neuron	semapv:crossSpeciesExactMatch	FMA:67310		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000598	pyramidal neuron	semapv:crossSpeciesExactMatch	FMA:86775		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000601	cochlear outer hair cell	semapv:crossSpeciesExactMatch	FMA:62366		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000602		semapv:crossSpeciesExactMatch	ZFA:0009274	pressoreceptor cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000604		semapv:crossSpeciesExactMatch	ZFA:0009275	retinal rod cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000604	retinal rod cell	semapv:crossSpeciesExactMatch	FMA:67747		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000609	vestibular hair cell	semapv:crossSpeciesExactMatch	FMA:62351		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000612	eosinophilic myelocyte	semapv:crossSpeciesExactMatch	FMA:83542		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000614	basophilic myelocyte	semapv:crossSpeciesExactMatch	FMA:83543		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000617		semapv:crossSpeciesExactMatch	FBbt:00007228	GABAergic neuron	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000617		semapv:crossSpeciesExactMatch	ZFA:0009276	GABAergic neuron	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000617	GABAergic neuron	semapv:crossSpeciesExactMatch	WBbt:0005190		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000617	GABAergic neuron	semapv:crossSpeciesExactMatch	FMA:84788		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000622		semapv:crossSpeciesExactMatch	ZFA:0009277	acinar cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000622	acinar cell	semapv:crossSpeciesExactMatch	FMA:83625		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000623		semapv:crossSpeciesExactMatch	ZFA:0009278	natural killer cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000623	natural killer cell	skos:broadMatch	VHOG:0001697		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000623	natural killer cell	semapv:crossSpeciesExactMatch	FMA:63147		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000623	natural killer cell	semapv:crossSpeciesExactMatch	FMA:83601		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000626		semapv:crossSpeciesExactMatch	ZFA:0001694	olfactory granule cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000630		semapv:crossSpeciesExactMatch	ZFA:0009387	supportive cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000632		semapv:crossSpeciesExactMatch	ZFA:0009279	ito cell	semapv:UnspecifiedMatching		obo:zfa.owl	
