ID	label	SYNONYMS
UBERON:0038737	intermediate jejunal lymph node	
UBERON:0038738	intermediate ileal lymph node	
UBERON:0038746	gastro-epiploic lymph node	gastro-epiploic node|gastro-omental lymph node|gastro-omental node|jPS 4 node|jPS No. 4 node|lymph node of greater curvature of stomach
UBERON:0038784	pararectal lymph node of pelvis	
UBERON:0038787	superior ileocolic lymph node	
UBERON:0038796	lymph node along bile duct	biliary lymph node|jPS 12b node|jPS No. 12b node|no. 12b hepatic lymph node
UBERON:0038818	posterior ancreaticoduodenal lymph node	jPS 13 node|no. 13 pancreaticoduodenal lymph node
UBERON:0038849	craniocervical lymph node	head and neck lymph node|lymph node of head and neck
UBERON:0038853	superficial popliteal lymph node	
UBERON:0038854	deep popliteal lymph node	
UBERON:0038855	superior medial inguinal lymph node	superomedial node
UBERON:0038856	superior lateral inguinal lymph node	superolateral node
UBERON:0038857	inferior inguinal lymph node	inferior inguinal node|subinguinal lymph node
UBERON:0038859	intermediate deep inguinal lymph node	cloquet's gland|cloquet's node|intermediate deep inguinal node|intermediate inguinal lymph node|middle inguinal node|nodus inguinales profundi intermedius|nodus lymphoideus inguinales profundi intermedius
UBERON:0038860	distal deep inguinal lymph node	distal deep inguinal node|distal inguinal lymph node|nodus inguinales profundi distalis|nodus lymphoideus inguinales profundi distalis
UBERON:0038861	tibial lymph node	tIbial node
UBERON:0038864	fibular lymph node	fibular node|nodus fibularis|nodus lymphoideus fibularis|peroneal lymph node|peroneal node
UBERON:0038867	interpectoral lymph node	interpectoral node
UBERON:0038868	paramammary lymph node	paramammary node
UBERON:0038870	cubital lymph node	cubital node
UBERON:0038871	supratrochlear lymph node	supra-epicondylar lymph node|supratrochlear node
UBERON:0038878	lateral diaphragmatic lymph node	lateral diaphragmatic node
UBERON:0038879	anterior diaphragmatic lymph node	anterior diaphragmatic node
UBERON:0038882	posterior diaphragmatic lymph node	posterior diaphragmatic node
UBERON:0038885	brachiocephalic lymph node	brachiocephalic node|innominate lymph node
UBERON:0038888	posterior mediastinal lymph node	nodus mediastinale posteriore lymphaticus|posterior mediastinal node
UBERON:0038894	paratracheal lymph node	cervical paratracheal lymph node|nodus paratracheale lymphaticus|paratracheal node|tracheal lymph node
UBERON:0038897	superior tracheobronchial lymph node	4 thoracic lymph node|4R+L thoracic lymph node|lower paratracheal lymph node|nodus tracheobronchiale superiore lymphaticus|station 4 N2 lymph node|station 4 lymph node
UBERON:0038900	inferior tracheobronchial lymph node	carinate lymph node|nodus tracheobronchialis inferioris lymphaticus
UBERON:0038920	buccinator lymph node	buccinator node|nodus buccinatorius|nodus lymphoideus buccinatorius|noeuds lymphatiques buccinateurs@fr
UBERON:0038922	nasolabial lymph node	nasolabial node|nodus lymphoideus nasolabialis|nodus nasolabialis|noeud lymphatique naso-labial@fr
UBERON:0038923	malar lymph node	malar node|nodus lymphoideus malaris|nodus malaris|noeud lymphatique malaire@fr
UBERON:0038925	lingual lymph node	
UBERON:0038929	infrahyoid lymph node	infrahyoid node
UBERON:0038930	prelaryngeal lymph node	prelaryngeal node
UBERON:0038931	thyroid lymph node	thyroid node
UBERON:0038932	pretracheal lymph node	pretracheal node
UBERON:0038934	superior deep lateral cervical lymph node	
UBERON:0038935	inferior deep lateral cervical lymph node	
UBERON:0038936	jugulodigastric lymph node	jugulodigastric node|nodus jugulodigastricus|nodus lymphoideus jugulodigastricus|noeud lymphatique jugulodigastrique@fr
UBERON:0038938	accessory cervical lymph node	
UBERON:0038943	superior diaphragmatic lymph node	superior diaphragmatic node
UBERON:0038951	suprapyloric lymph node	jPS 5 node|jPS no.5 node|no. 5 station pyloric lymph node|nodus lymphoideus suprapyloricus|nodus suprapyloricus|noeuds lymphatiques supra-pyloriques@fr|suprapyloric node
UBERON:0038952	subpyloric lymph node	infrapyloric lymph node|infrapyloric node|jPS 6 node|jPS no. 6 node|no. 6 station pyloric lymph node|subpyloric node
UBERON:0038953	retropyloric lymph node	retropyloric node
UBERON:0039162	inferior ileocolic lymph node	
UBERON:0039163	lateral sacral lymph node	
UBERON:0039164	medial sacral lymph node	
UBERON:0039167	bronchopulmonary lymph node	10 R+L thoracic|bronchopulmonary node|hilar lymph node|station 10 N1 lymph node|station 10 lymph node
UBERON:0039168	colic lymph node	colic node|pericolic lymph node|pericolonic lymph node
UBERON:1000023	spleen pulp	Malpighian corpuscles|pulp of spleen|splenic pulp
UBERON:1000024	parenchyma of spleen	splenic parenchyma
UBERON:2005106	longitudinal lateral lymphatic vessel	LLL
UBERON:2005303	caudal fin lymph vessel	
UBERON:2005319	intersegmental lymph vessel	islv
UBERON:2005320	dorsal longitudinal lymphatic vessel	dllv
http://owltools.org/Q		
