?x	?label
<http://purl.obolibrary.org/obo/UBERON_0018392>	"arterial baroreceptor"
<http://purl.obolibrary.org/obo/UBERON_0018393>	"low-pressure baroreceptor"
<http://purl.obolibrary.org/obo/UBERON_0018394>	"vein baroreceptor"
<http://purl.obolibrary.org/obo/UBERON_0018395>	"cardiac baroreceptor"
<http://purl.obolibrary.org/obo/UBERON_0018396>	"pulmonary baroreceptor"
<http://purl.obolibrary.org/obo/UBERON_0018508>	"foramen of nasal bone"
<http://purl.obolibrary.org/obo/UBERON_0018655>	"pars endotympanica"
<http://purl.obolibrary.org/obo/UBERON_0018663>	"recessus basilaris"
<http://purl.obolibrary.org/obo/UBERON_0019206>	"tongue papilla epithelium"
<http://purl.obolibrary.org/obo/UBERON_0019207>	"chorioretinal region"
<http://purl.obolibrary.org/obo/UBERON_0019208>	"anterior pole of lens"
<http://purl.obolibrary.org/obo/UBERON_0019210>	"pole of lens"
<http://purl.obolibrary.org/obo/UBERON_0019211>	"supcapsular region of anterior region of lens"
<http://purl.obolibrary.org/obo/UBERON_0019212>	"supcapsular region of posterior region of lens"
<http://purl.obolibrary.org/obo/UBERON_0019254>	"upper eyelash"
<http://purl.obolibrary.org/obo/UBERON_0019255>	"lower eyelash"
<http://purl.obolibrary.org/obo/UBERON_0019304>	"sensory organ epithelium"
<http://purl.obolibrary.org/obo/UBERON_0019306>	"nose epithelium"
<http://purl.obolibrary.org/obo/UBERON_0019307>	"epithelium of external nose"
<http://purl.obolibrary.org/obo/UBERON_0019315>	"meibum"
<http://purl.obolibrary.org/obo/UBERON_0019324>	"intraorbital lacrimal gland"
<http://purl.obolibrary.org/obo/UBERON_0019325>	"exorbital lacrimal gland"
<http://purl.obolibrary.org/obo/UBERON_0022273>	"lacrimal lake"
<http://purl.obolibrary.org/obo/UBERON_0022274>	"lacrimal papilla"
<http://purl.obolibrary.org/obo/UBERON_0022279>	"strand of hair on external ear"
<http://purl.obolibrary.org/obo/UBERON_0022284>	"lacrimal gland bud"
<http://purl.obolibrary.org/obo/UBERON_0022287>	"tear film"
<http://purl.obolibrary.org/obo/UBERON_0022288>	"surface of eyeball"
<http://purl.obolibrary.org/obo/UBERON_0022434>	"primary superior olive"
<http://purl.obolibrary.org/obo/UBERON_0022437>	"dorsal periolivary nucleus"
<http://purl.obolibrary.org/obo/UBERON_0023094>	"posterodorsal nucleus of medial geniculate body"
<http://purl.obolibrary.org/obo/UBERON_0023541>	"conical papilla"
<http://purl.obolibrary.org/obo/UBERON_0028194>	"spiral prominence of cochlear duct"
<http://purl.obolibrary.org/obo/UBERON_0034670>	"palatal taste bud"
<http://purl.obolibrary.org/obo/UBERON_0034717>	"integumental taste bud"
<http://purl.obolibrary.org/obo/UBERON_0034718>	"barbel taste bud"
<http://purl.obolibrary.org/obo/UBERON_0034719>	"lip taste bud"
<http://purl.obolibrary.org/obo/UBERON_0034720>	"head taste bud"
<http://purl.obolibrary.org/obo/UBERON_0034721>	"pharyngeal taste bud"
<http://purl.obolibrary.org/obo/UBERON_0034722>	"mouth roof taste bud"
<http://purl.obolibrary.org/obo/UBERON_0034723>	"fin taste bud"
<http://purl.obolibrary.org/obo/UBERON_0034724>	"esophageal taste bud"
<http://purl.obolibrary.org/obo/UBERON_0034726>	"trunk taste bud"
<http://purl.obolibrary.org/obo/UBERON_0034772>	"margin of eyelid"
<http://purl.obolibrary.org/obo/UBERON_0034934>	"Weber's gland"
<http://purl.obolibrary.org/obo/UBERON_0034935>	"pars plicata of ciliary body"
<http://purl.obolibrary.org/obo/UBERON_0034936>	"pars plana of ciliary body"
<http://purl.obolibrary.org/obo/UBERON_0035034>	"eyelid epithelium"
<http://purl.obolibrary.org/obo/UBERON_0035036>	"naris epithelium"
<http://purl.obolibrary.org/obo/UBERON_0035077>	"lateral nasal gland"
<http://purl.obolibrary.org/obo/UBERON_0035130>	"auditory ossicle endochondral element"
<http://purl.obolibrary.org/obo/UBERON_0035131>	"auditory ossicle cartilage element"
<http://purl.obolibrary.org/obo/UBERON_0035132>	"auditory ossicle pre-cartilage element"
<http://purl.obolibrary.org/obo/UBERON_0035174>	"right ear"
<http://purl.obolibrary.org/obo/UBERON_0035295>	"left ear"
<http://purl.obolibrary.org/obo/UBERON_0035555>	"lateral line sense organ"
<http://purl.obolibrary.org/obo/UBERON_0035570>	"tectothalamic tract"
<http://purl.obolibrary.org/obo/UBERON_0035594>	"accessory optic system"
<http://purl.obolibrary.org/obo/UBERON_0035595>	"accessory optic tract"
<http://purl.obolibrary.org/obo/UBERON_0035606>	"cartilage of external acoustic meatus"
<http://purl.obolibrary.org/obo/UBERON_0035806>	"Hensen stripe"
<http://purl.obolibrary.org/obo/UBERON_0035930>	"retro-olivary nucleus"
<http://purl.obolibrary.org/obo/UBERON_0035941>	"Kimura membrane"
<http://purl.obolibrary.org/obo/UBERON_0035964>	"promontory of tympanic cavity"
<http://purl.obolibrary.org/obo/UBERON_0035966>	"scleral lamina cribrosa"
<http://purl.obolibrary.org/obo/UBERON_0036167>	"Sattler's layer"
<http://purl.obolibrary.org/obo/UBERON_0036168>	"Haller's layer"
<http://purl.obolibrary.org/obo/UBERON_0036212>	"intertragic incisure"
<http://purl.obolibrary.org/obo/UBERON_0036249>	"zona pectinata of basilar membrane of cochlea"
<http://purl.obolibrary.org/obo/UBERON_0036250>	"zone of basilar membrane of cochlea"
<http://purl.obolibrary.org/obo/UBERON_0036254>	"piriform aperture"
<http://purl.obolibrary.org/obo/UBERON_0036255>	"interoceptive system"
<http://purl.obolibrary.org/obo/UBERON_0036265>	"conjunctival papilla"
<http://purl.obolibrary.org/obo/UBERON_0036300>	"tributary of central retinal vein"
<http://purl.obolibrary.org/obo/UBERON_0036925>	"wall of eyeball"
<http://purl.obolibrary.org/obo/UBERON_0036990>	"wall of pharyngotympanic tube"
<http://purl.obolibrary.org/obo/UBERON_0037191>	"wall of membranous labyrinth"
<http://purl.obolibrary.org/obo/UBERON_0037237>	"wall of lacrimal duct"
<http://purl.obolibrary.org/obo/UBERON_1000004>	"collection of hair on external ear"
<http://purl.obolibrary.org/obo/UBERON_1000005>	"external ear margin"
<http://purl.obolibrary.org/obo/UBERON_1000012>	"nose anterior margin"
<http://purl.obolibrary.org/obo/UBERON_1000013>	"nose vertex"
<http://purl.obolibrary.org/obo/UBERON_1000017>	"tip of external ear"
<http://purl.obolibrary.org/obo/UBERON_1000022>	"Zymbal's gland"
<http://purl.obolibrary.org/obo/UBERON_1500003>	"lateral line canal lumen"
<http://purl.obolibrary.org/obo/UBERON_2000116>	"macula lagena"
<http://purl.obolibrary.org/obo/UBERON_2000120>	"lateral line ganglion"
<http://purl.obolibrary.org/obo/UBERON_2000125>	"mandibular lateral line neuromast"
<http://purl.obolibrary.org/obo/UBERON_2000136>	"otic lateral line neuromast"
<http://purl.obolibrary.org/obo/UBERON_2000168>	"anterior macula"
<http://purl.obolibrary.org/obo/UBERON_2000175>	"posterior lateral line nerve"
<http://purl.obolibrary.org/obo/UBERON_2000225>	"lateral crista primordium"
<http://purl.obolibrary.org/obo/UBERON_2000228>	"lateral line primordium"
<http://purl.obolibrary.org/obo/UBERON_2000232>	"lateral semicircular canal primordium"
<http://purl.obolibrary.org/obo/UBERON_2000234>	"macula neglecta"
<http://purl.obolibrary.org/obo/UBERON_2000259>	"mandibular lateral line"
<http://purl.obolibrary.org/obo/UBERON_2000315>	"asteriscus"
<http://purl.obolibrary.org/obo/UBERON_2000411>	"posterior crista primordium"
<http://purl.obolibrary.org/obo/UBERON_2000412>	"posterior semicircular canal primordium"
<http://purl.obolibrary.org/obo/UBERON_2000424>	"opercular lateral line"
<http://purl.obolibrary.org/obo/UBERON_2000425>	"anterior lateral line nerve"
<http://purl.obolibrary.org/obo/UBERON_2000464>	"otic lateral line"
<http://purl.obolibrary.org/obo/UBERON_2000469>	"anterior semicircular canal primordium"
<http://purl.obolibrary.org/obo/UBERON_2000530>	"lapillus"
<http://purl.obolibrary.org/obo/UBERON_2000558>	"posterior macula"
<http://purl.obolibrary.org/obo/UBERON_2000676>	"sagitta"
<http://purl.obolibrary.org/obo/UBERON_2000813>	"infraorbital lateral line neuromast"
<http://purl.obolibrary.org/obo/UBERON_2000814>	"opercular lateral line neuromast"
<http://purl.obolibrary.org/obo/UBERON_2000939>	"middle lateral line neuromast"
<http://purl.obolibrary.org/obo/UBERON_2000940>	"posterior lateral line neuromast"
<http://purl.obolibrary.org/obo/UBERON_2001025>	"occipital lateral line neuromast"
<http://purl.obolibrary.org/obo/UBERON_2001026>	"supraorbital lateral line neuromast"
<http://purl.obolibrary.org/obo/UBERON_2001156>	"posterior lateral line placode"
<http://purl.obolibrary.org/obo/UBERON_2001157>	"posterior lateral line primordium"
<http://purl.obolibrary.org/obo/UBERON_2001312>	"dorsal anterior lateral line ganglion"
<http://purl.obolibrary.org/obo/UBERON_2001313>	"ventral anterior lateral line ganglion"
<http://purl.obolibrary.org/obo/UBERON_2001314>	"posterior lateral line ganglion"
<http://purl.obolibrary.org/obo/UBERON_2001316>	"anterior lateral line placode"
<http://purl.obolibrary.org/obo/UBERON_2001391>	"anterior lateral line ganglion"
<http://purl.obolibrary.org/obo/UBERON_2001426>	"posterior naris"
<http://purl.obolibrary.org/obo/UBERON_2001427>	"anterior naris"
<http://purl.obolibrary.org/obo/UBERON_2001428>	"olfactory rosette"
<http://purl.obolibrary.org/obo/UBERON_2001432>	"anterior sclerotic bone"
<http://purl.obolibrary.org/obo/UBERON_2001433>	"posterior sclerotic bone"
<http://purl.obolibrary.org/obo/UBERON_2001468>	"anterior lateral line system"
<http://purl.obolibrary.org/obo/UBERON_2001470>	"anterior lateral line"
<http://purl.obolibrary.org/obo/UBERON_2001471>	"posterior lateral line system"
<http://purl.obolibrary.org/obo/UBERON_2001472>	"anterior lateral line neuromast"
<http://purl.obolibrary.org/obo/UBERON_2001480>	"dorsal anterior lateral line nerve"
<http://purl.obolibrary.org/obo/UBERON_2001481>	"ventral anterior lateral line nerve"
<http://purl.obolibrary.org/obo/UBERON_2001482>	"middle lateral line nerve"
<http://purl.obolibrary.org/obo/UBERON_2001483>	"middle lateral line ganglion"
<http://purl.obolibrary.org/obo/UBERON_2001612>	"sensory canal"
<http://purl.obolibrary.org/obo/UBERON_2001617>	"trunk sensory canal"
<http://purl.obolibrary.org/obo/UBERON_2001619>	"post-otic sensory canal"
<http://purl.obolibrary.org/obo/UBERON_2001629>	"otic sensory canal"
<http://purl.obolibrary.org/obo/UBERON_2001630>	"supratemporal sensory canal"
<http://purl.obolibrary.org/obo/UBERON_2001810>	"supraorbital sensory canal"
<http://purl.obolibrary.org/obo/UBERON_2001811>	"infraorbital sensory canal"
<http://purl.obolibrary.org/obo/UBERON_2001812>	"preoperculo-mandibular sensory canal"
<http://purl.obolibrary.org/obo/UBERON_2001813>	"preopercular sensory canal"
<http://purl.obolibrary.org/obo/UBERON_2001814>	"mandibular sensory canal"
<http://purl.obolibrary.org/obo/UBERON_2001824>	"lateral line scale"
<http://purl.obolibrary.org/obo/UBERON_2001872>	"trunk sensory canal system"
<http://purl.obolibrary.org/obo/UBERON_2001873>	"head sensory canal system"
<http://purl.obolibrary.org/obo/UBERON_2001933>	"sensory canal tubule"
<http://purl.obolibrary.org/obo/UBERON_2002099>	"lateral line scale series"
<http://purl.obolibrary.org/obo/UBERON_2002193>	"dorsolateral septum"
<http://purl.obolibrary.org/obo/UBERON_2002206>	"macula communis"
<http://purl.obolibrary.org/obo/UBERON_2002223>	"pillar of the semicircular canal"
<http://purl.obolibrary.org/obo/UBERON_2002248>	"supratemporal commissure"
<http://purl.obolibrary.org/obo/UBERON_2002275>	"Jakubowski's organ"
<http://purl.obolibrary.org/obo/UBERON_2005054>	"inner optic circle"
<http://purl.obolibrary.org/obo/UBERON_2005113>	"dorsal lateral line neuromast"
<http://purl.obolibrary.org/obo/UBERON_2005114>	"middle lateral line system"
<http://purl.obolibrary.org/obo/UBERON_2005115>	"primary posterior lateral line primordium"
<http://purl.obolibrary.org/obo/UBERON_2005116>	"secondary posterior lateral line primordium"
<http://purl.obolibrary.org/obo/UBERON_2005117>	"anterior lateral line primordium"
<http://purl.obolibrary.org/obo/UBERON_2005118>	"middle lateral line primordium"
<http://purl.obolibrary.org/obo/UBERON_2005121>	"middle lateral line placode"
<http://purl.obolibrary.org/obo/UBERON_2005144>	"ampullary nerve"
<http://purl.obolibrary.org/obo/UBERON_2005227>	"protoneuromast"
<http://purl.obolibrary.org/obo/UBERON_2005409>	"pars superior ear"
<http://purl.obolibrary.org/obo/UBERON_2005410>	"pars inferior ear"
<http://purl.obolibrary.org/obo/UBERON_2005411>	"common crus"
<http://purl.obolibrary.org/obo/UBERON_2005412>	"transverse canal"
<http://purl.obolibrary.org/obo/UBERON_2005415>	"inner ear foramen"
<http://purl.obolibrary.org/obo/UBERON_2005416>	"sacculoagenar foramen"
<http://purl.obolibrary.org/obo/UBERON_2007054>	"pillar of the anterior semicircular canal"
<http://purl.obolibrary.org/obo/UBERON_2007055>	"pillar of the lateral semicircular canal"
<http://purl.obolibrary.org/obo/UBERON_3000002>	"alary cartilage"
<http://purl.obolibrary.org/obo/UBERON_3000015>	"anterior maxillary process"
<http://purl.obolibrary.org/obo/UBERON_3000016>	"anterior nasal wall"
<http://purl.obolibrary.org/obo/UBERON_3000057>	"canalis semicircularis anterior"
<http://purl.obolibrary.org/obo/UBERON_3000059>	"capsular process"
<http://purl.obolibrary.org/obo/UBERON_3000068>	"cartilago ectochoanalis"
<http://purl.obolibrary.org/obo/UBERON_3000069>	"cartilago infranarina"
<http://purl.obolibrary.org/obo/UBERON_3000079>	"cartilago retronarina"
<http://purl.obolibrary.org/obo/UBERON_3000085>	"cavum inferius"
<http://purl.obolibrary.org/obo/UBERON_3000086>	"cavum internasale"
<http://purl.obolibrary.org/obo/UBERON_3000087>	"cavum medius"
<http://purl.obolibrary.org/obo/UBERON_3000088>	"cavum praenasale"
<http://purl.obolibrary.org/obo/UBERON_3000089>	"cavum principale"
<http://purl.obolibrary.org/obo/UBERON_3000110>	"crista contacta"
<http://purl.obolibrary.org/obo/UBERON_3000113>	"crista intermedia"
<http://purl.obolibrary.org/obo/UBERON_3000117>	"crista subnasalis"
<http://purl.obolibrary.org/obo/UBERON_3000118>	"crista supraorbitalis"
<http://purl.obolibrary.org/obo/UBERON_3000141>	"endolymphatic system"
<http://purl.obolibrary.org/obo/UBERON_3000155>	"extremitas anterior"
<http://purl.obolibrary.org/obo/UBERON_3000160>	"fenestra dorsalis nasi"
<http://purl.obolibrary.org/obo/UBERON_3000161>	"fenestra endochoanalis"
<http://purl.obolibrary.org/obo/UBERON_3000162>	"fenestra endonarina communis"
<http://purl.obolibrary.org/obo/UBERON_3000164>	"fenestra lateralis nasi"
<http://purl.obolibrary.org/obo/UBERON_3000166>	"fenestra nasobasalis"
<http://purl.obolibrary.org/obo/UBERON_3000167>	"fenestra nasolateralis"
<http://purl.obolibrary.org/obo/UBERON_3000170>	"fenestra precerebralis"
<http://purl.obolibrary.org/obo/UBERON_3000171>	"fenestra prechoanalis"
<http://purl.obolibrary.org/obo/UBERON_3000178>	"footplate of pars media plectri"
<http://purl.obolibrary.org/obo/UBERON_3000189>	"foramen orbitonasale laterale"
<http://purl.obolibrary.org/obo/UBERON_3000190>	"foramen orbitonasale mediale"
<http://purl.obolibrary.org/obo/UBERON_3000234>	"inferior prenasal cartilage"
<http://purl.obolibrary.org/obo/UBERON_3000259>	"lamina inferior"
<http://purl.obolibrary.org/obo/UBERON_3000260>	"lamina nariochoanalis"
<http://purl.obolibrary.org/obo/UBERON_3000263>	"lamina precerebralis"
<http://purl.obolibrary.org/obo/UBERON_3000264>	"lamina superior"
<http://purl.obolibrary.org/obo/UBERON_3000290>	"medial inferior prenasal cartilage"
<http://purl.obolibrary.org/obo/UBERON_3000291>	"medial orbitonasal foramen"
<http://purl.obolibrary.org/obo/UBERON_3000294>	"median prenasal process"
<http://purl.obolibrary.org/obo/UBERON_3000316>	"nasal opening"
<http://purl.obolibrary.org/obo/UBERON_3000329>	"oblique cartilage"
<http://purl.obolibrary.org/obo/UBERON_3000333>	"olfactory foramen"
<http://purl.obolibrary.org/obo/UBERON_3000381>	"paranasal commissure"
<http://purl.obolibrary.org/obo/UBERON_3000389>	"paries nasi"
<http://purl.obolibrary.org/obo/UBERON_3000393>	"pars amphibiorum"
<http://purl.obolibrary.org/obo/UBERON_3000395>	"pars basilaris"
<http://purl.obolibrary.org/obo/UBERON_3000399>	"pars externa plectri"
<http://purl.obolibrary.org/obo/UBERON_3000405>	"pars inferior of labyrinth"
<http://purl.obolibrary.org/obo/UBERON_3000406>	"pars interna plectri"
<http://purl.obolibrary.org/obo/UBERON_3000408>	"pars media plectri"
<http://purl.obolibrary.org/obo/UBERON_3000428>	"perilymphatic system"
<http://purl.obolibrary.org/obo/UBERON_3000434>	"planum antorbitale"
<http://purl.obolibrary.org/obo/UBERON_3000437>	"planum conchale"
<http://purl.obolibrary.org/obo/UBERON_3000438>	"planum internasale"
<http://purl.obolibrary.org/obo/UBERON_3000440>	"planum terminale"
<http://purl.obolibrary.org/obo/UBERON_3000441>	"planum triangulare"
<http://purl.obolibrary.org/obo/UBERON_3000443>	"plectral apparatus"
<http://purl.obolibrary.org/obo/UBERON_3000448>	"posterior maxillary process"
<http://purl.obolibrary.org/obo/UBERON_3000449>	"posterior maxillary process dorsal process"
<http://purl.obolibrary.org/obo/UBERON_3000454>	"postnasal wall"
<http://purl.obolibrary.org/obo/UBERON_3000486>	"processus ascendens plectri"
<http://purl.obolibrary.org/obo/UBERON_3000492>	"processus infrafenestralis"
<http://purl.obolibrary.org/obo/UBERON_3000509>	"processus suprafenestralis"
<http://purl.obolibrary.org/obo/UBERON_3000538>	"recessus fenestrae ovalis"
<http://purl.obolibrary.org/obo/UBERON_3000547>	"rostral process"
<http://purl.obolibrary.org/obo/UBERON_3000560>	"septum semicircularium anterior"
<http://purl.obolibrary.org/obo/UBERON_3000561>	"septum semicircularium laterale"
<http://purl.obolibrary.org/obo/UBERON_3000562>	"septum semircularium posterior"
<http://purl.obolibrary.org/obo/UBERON_3000563>	"seydels palatal process"
<http://purl.obolibrary.org/obo/UBERON_3000565>	"skeletal support for eminentia olfactoria"
<http://purl.obolibrary.org/obo/UBERON_3000569>	"solum nasi"
<http://purl.obolibrary.org/obo/UBERON_3000570>	"spatium sacculare"
<http://purl.obolibrary.org/obo/UBERON_3000580>	"stylus of pars media plectri"
<http://purl.obolibrary.org/obo/UBERON_3000586>	"superior prenasal cartilage"
<http://purl.obolibrary.org/obo/UBERON_3000601>	"tectum nasi"
<http://purl.obolibrary.org/obo/UBERON_3000644>	"processus lingularis of nasal skeleton"
<http://purl.obolibrary.org/obo/UBERON_3000645>	"corpus"
<http://purl.obolibrary.org/obo/UBERON_3000646>	"margo libera"
<http://purl.obolibrary.org/obo/UBERON_3000647>	"crista interna"
<http://purl.obolibrary.org/obo/UBERON_3000648>	"crista praeopercularis"
<http://purl.obolibrary.org/obo/UBERON_3010007>	"pit organ"
<http://purl.obolibrary.org/obo/UBERON_3010079>	"upper eyelid protuberances"
<http://purl.obolibrary.org/obo/UBERON_3010105>	"anterodorsal lateral line nerve (ADLLN)"
<http://purl.obolibrary.org/obo/UBERON_3010109>	"anteroventral lateral line nerve (AVLLN)"
<http://purl.obolibrary.org/obo/UBERON_3010115>	"posterior lateral line nerve (PLLN)"
<http://purl.obolibrary.org/obo/UBERON_3010125>	"musculus levator bulbi"
<http://purl.obolibrary.org/obo/UBERON_3010126>	"middle lateral line nerve (MLLN)"
<http://purl.obolibrary.org/obo/UBERON_3010146>	"lacrimal"
<http://purl.obolibrary.org/obo/UBERON_3010197>	"lateral recess"
<http://purl.obolibrary.org/obo/UBERON_3010706>	"lateral line nucleus"
<http://purl.obolibrary.org/obo/UBERON_3010728>	"otic opercular element"
<http://purl.obolibrary.org/obo/UBERON_3010735>	"ramus anterior of CN VIII"
<http://purl.obolibrary.org/obo/UBERON_3010736>	"ramus posterior of CN VIII"
<http://purl.obolibrary.org/obo/UBERON_3010757>	"ramus superficial ophthalmic"
<http://purl.obolibrary.org/obo/UBERON_3010759>	"ramus buccal"
<http://purl.obolibrary.org/obo/UBERON_3010765>	"ramus mandibularis externus"
<http://purl.obolibrary.org/obo/UBERON_3010778>	"jugal ramule"
<http://purl.obolibrary.org/obo/UBERON_3010794>	"oral ramule"
<http://purl.obolibrary.org/obo/UBERON_3010795>	"preopercular ramule"
<http://purl.obolibrary.org/obo/UBERON_3010796>	"ramus supraotic"
<http://purl.obolibrary.org/obo/UBERON_3010798>	"ramulus suprabranchialis anterior"
<http://purl.obolibrary.org/obo/UBERON_3010799>	"ramulus suprabranchialis posterior"
<http://purl.obolibrary.org/obo/UBERON_3010801>	"ramus lateral"
<http://purl.obolibrary.org/obo/UBERON_3010804>	"ramus ventral"
<http://purl.obolibrary.org/obo/UBERON_3010827>	"anterior prenasal cartilage"
<http://purl.obolibrary.org/obo/UBERON_4200199>	"sallet sensory system"
<http://purl.obolibrary.org/obo/UBERON_4300005>	"aphakic space"
<http://purl.obolibrary.org/obo/UBERON_4300126>	"tectorial restraint system"
<http://purl.obolibrary.org/obo/UBERON_4300176>	"parietal branch of the supraorbital canal"
<http://purl.obolibrary.org/obo/UBERON_4300181>	"posterior sclerotic cartilage"
<http://purl.obolibrary.org/obo/UBERON_4300182>	"anterior sclerotic cartilage"
<http://purl.obolibrary.org/obo/UBERON_4300238>	"pored lateral line scale"
<http://purl.obolibrary.org/obo/UBERON_4300241>	"ethmoid commissure"
<http://purl.obolibrary.org/obo/UBERON_4300242>	"lateral line scale 6"
<http://purl.obolibrary.org/obo/UBERON_6002639>	"insect larval sense organ"
<http://purl.obolibrary.org/obo/UBERON_6002642>	"insect embryonic/larval ocular segment sensillum"
<http://purl.obolibrary.org/obo/UBERON_6005168>	"insect external sensory organ"
<http://purl.obolibrary.org/obo/UBERON_6005177>	"insect chaeta"
<http://purl.obolibrary.org/obo/UBERON_6005805>	"insect Bolwig organ"
<http://purl.obolibrary.org/obo/UBERON_6007231>	"insect external sensillum"
<http://purl.obolibrary.org/obo/UBERON_6007232>	"insect eo-type sensillum"
<http://purl.obolibrary.org/obo/UBERON_6007233>	"insect internal sensillum"
<http://purl.obolibrary.org/obo/UBERON_6007240>	"insect embryonic/larval sensillum"
<http://purl.obolibrary.org/obo/UBERON_6007242>	"insect embryonic/larval head sensillum"
<http://purl.obolibrary.org/obo/UBERON_6007280>	"insect embryonic/larval head sense organ"
<http://purl.obolibrary.org/obo/UBERON_6007373>	"insect internal sense organ"
<http://purl.obolibrary.org/obo/UBERON_7500073>	"left nasal bone"
<http://purl.obolibrary.org/obo/UBERON_7500074>	"right nasal bone"
<http://purl.obolibrary.org/obo/UBERON_8000004>	"central retina"
<http://purl.obolibrary.org/obo/UBERON_8000005>	"Henle's fiber layer"
<http://www.w3.org/2002/07/owl#Nothing>	
<http://www.w3.org/2002/07/owl#Thing>	
