Uberon Label	Uberon Id	EFO LABEL(S)	MAPPING TYPE	ONTOLOGY TERM(S)	ONTOLOGY(S)	Comment
lacrimal punctum	UBERON:0010284	Ptosis - upper ocular movement limitation - absence of lacrimal punctum	Requires curation	pat_id_19123	http://www.orphanet.org/rdfns#	
synostosis	UBERON:0010361	Humeroradioulnar synostosis	Requires curation	pat_id_2917	http://www.orphanet.org/rdfns#	
synostosis	UBERON:0010361	Humeroulnar synostosis	Requires curation	pat_id_12538	http://www.orphanet.org/rdfns#	
synostosis	UBERON:0010361	Humeroradial synostosis	Requires curation	pat_id_2916	http://www.orphanet.org/rdfns#	
synostosis	UBERON:0010361	Synspondylism	Requires curation	pat_id_2923	http://www.orphanet.org/rdfns#	
germinal center	UBERON:0010754	germinal center B cell	Requires curation	CL_0000844	http://purl.org/obo/owl/CL#	
ossicle	UBERON:0010911	Isolated congenital auditory ossicle malformation	Requires curation	pat_id_17492	http://www.orphanet.org/rdfns#	
frontalis	UBERON:0010952	Morgagni-Stewart-Morel syndrome	Requires curation	pat_id_11108	http://www.orphanet.org/rdfns#	
diastema	UBERON:0012111	Laryngo-tracheo-esophageal cleft	Requires curation	pat_id_1941	http://www.orphanet.org/rdfns#	
fibulare	UBERON:0012126	Fibular hemimelia	Requires curation	pat_id_12260	http://www.orphanet.org/rdfns#	
rattle	UBERON:0013073	Tobacco rattle virus	Requires curation	NCBITaxon_12295	http://purl.obolibrary.org/obo/	
